"TIME","GEO","INTRT","Value","Flag and Footnotes"
"2012M01","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.82",""
"2012M02","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.85",""
"2012M03","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.83",""
"2012M04","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.62",""
"2012M05","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.34",""
"2012M06","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.30",""
"2012M07","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.24",""
"2012M08","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.34",""
"2012M09","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.49",""
"2012M10","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.47",""
"2012M11","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.34",""
"2012M12","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.30",""
"2013M01","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.51",""
"2013M02","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.54",""
"2013M03","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.35",""
"2013M04","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.20",""
"2013M05","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.29",""
"2013M06","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.53",""
"2013M07","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.56",""
"2013M08","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.73",""
"2013M09","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.89",""
"2013M10","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.76",""
"2013M11","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.68",""
"2013M12","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.80",""
"2014M01","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.76",""
"2014M02","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.56",""
"2014M03","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.51",""
"2014M04","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.46",""
"2014M05","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.33",""
"2014M06","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.26",""
"2014M07","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","1.11",""
"2014M08","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","0.95",""
"2014M09","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","0.92",""
"2014M10","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","0.79",""
"2014M11","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","0.72",""
"2014M12","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","0.59",""
"2015M01","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","0.39",""
"2015M02","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","0.30",""
"2015M03","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","0.23",""
"2015M04","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","0.12",""
"2015M05","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","0.56",""
"2015M06","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","0.79",""
"2015M07","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","0.71",""
"2015M08","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","0.61",""
"2015M09","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","0.65",""
"2015M10","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","0.52",""
"2015M11","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","0.52",""
"2015M12","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","0.55",""
"2016M01","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","0.43",""
"2016M02","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","0.17",""
"2016M03","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","0.17",""
"2016M04","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","0.13",""
"2016M05","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","0.13",""
"2016M06","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","-0.02",""
"2016M07","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","-0.15",""
"2016M08","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","-0.13",""
"2016M09","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields","-0.09",""
"2016M10","Germany (until 1990 former territory of the FRG)","EMU convergence criterion bond yields",":",""
"2000M01","Estonia","EMU convergence criterion bond yields",":","z"
"2000M02","Estonia","EMU convergence criterion bond yields",":","z"
"2000M03","Estonia","EMU convergence criterion bond yields",":","z"
"2000M04","Estonia","EMU convergence criterion bond yields",":","z"
"2000M05","Estonia","EMU convergence criterion bond yields",":","z"
"2000M06","Estonia","EMU convergence criterion bond yields",":","z"
"2000M07","Estonia","EMU convergence criterion bond yields",":","z"
"2000M08","Estonia","EMU convergence criterion bond yields",":","z"
"2000M09","Estonia","EMU convergence criterion bond yields",":","z"
"2000M10","Estonia","EMU convergence criterion bond yields",":","z"
"2000M11","Estonia","EMU convergence criterion bond yields",":","z"
"2000M12","Estonia","EMU convergence criterion bond yields",":","z"
"2001M01","Estonia","EMU convergence criterion bond yields",":","z"
"2001M02","Estonia","EMU convergence criterion bond yields",":","z"
"2001M03","Estonia","EMU convergence criterion bond yields",":","z"
"2001M04","Estonia","EMU convergence criterion bond yields",":","z"
"2001M05","Estonia","EMU convergence criterion bond yields",":","z"
"2001M06","Estonia","EMU convergence criterion bond yields",":","z"
"2001M07","Estonia","EMU convergence criterion bond yields",":","z"
"2001M08","Estonia","EMU convergence criterion bond yields",":","z"
"2001M09","Estonia","EMU convergence criterion bond yields",":","z"
"2001M10","Estonia","EMU convergence criterion bond yields",":","z"
"2001M11","Estonia","EMU convergence criterion bond yields",":","z"
"2001M12","Estonia","EMU convergence criterion bond yields",":","z"
"2002M01","Estonia","EMU convergence criterion bond yields",":","z"
"2002M02","Estonia","EMU convergence criterion bond yields",":","z"
"2002M03","Estonia","EMU convergence criterion bond yields",":","z"
"2002M04","Estonia","EMU convergence criterion bond yields",":","z"
"2002M05","Estonia","EMU convergence criterion bond yields",":","z"
"2002M06","Estonia","EMU convergence criterion bond yields",":","z"
"2002M07","Estonia","EMU convergence criterion bond yields",":","z"
"2002M08","Estonia","EMU convergence criterion bond yields",":","z"
"2002M09","Estonia","EMU convergence criterion bond yields",":","z"
"2002M10","Estonia","EMU convergence criterion bond yields",":","z"
"2002M11","Estonia","EMU convergence criterion bond yields",":","z"
"2002M12","Estonia","EMU convergence criterion bond yields",":","z"
"2003M01","Estonia","EMU convergence criterion bond yields",":","z"
"2003M02","Estonia","EMU convergence criterion bond yields",":","z"
"2003M03","Estonia","EMU convergence criterion bond yields",":","z"
"2003M04","Estonia","EMU convergence criterion bond yields",":","z"
"2003M05","Estonia","EMU convergence criterion bond yields",":","z"
"2003M06","Estonia","EMU convergence criterion bond yields",":","z"
"2003M07","Estonia","EMU convergence criterion bond yields",":","z"
"2003M08","Estonia","EMU convergence criterion bond yields",":","z"
"2003M09","Estonia","EMU convergence criterion bond yields",":","z"
"2003M10","Estonia","EMU convergence criterion bond yields",":","z"
"2003M11","Estonia","EMU convergence criterion bond yields",":","z"
"2003M12","Estonia","EMU convergence criterion bond yields",":","z"
"2004M01","Estonia","EMU convergence criterion bond yields",":","z"
"2004M02","Estonia","EMU convergence criterion bond yields",":","z"
"2004M03","Estonia","EMU convergence criterion bond yields",":","z"
"2004M04","Estonia","EMU convergence criterion bond yields",":","z"
"2004M05","Estonia","EMU convergence criterion bond yields",":","z"
"2004M06","Estonia","EMU convergence criterion bond yields",":","z"
"2004M07","Estonia","EMU convergence criterion bond yields",":","z"
"2004M08","Estonia","EMU convergence criterion bond yields",":","z"
"2004M09","Estonia","EMU convergence criterion bond yields",":","z"
"2004M10","Estonia","EMU convergence criterion bond yields",":","z"
"2004M11","Estonia","EMU convergence criterion bond yields",":","z"
"2004M12","Estonia","EMU convergence criterion bond yields",":","z"
"2005M01","Estonia","EMU convergence criterion bond yields",":","z"
"2005M02","Estonia","EMU convergence criterion bond yields",":","z"
"2005M03","Estonia","EMU convergence criterion bond yields",":","z"
"2005M04","Estonia","EMU convergence criterion bond yields",":","z"
"2005M05","Estonia","EMU convergence criterion bond yields",":","z"
"2005M06","Estonia","EMU convergence criterion bond yields",":","z"
"2005M07","Estonia","EMU convergence criterion bond yields",":","z"
"2005M08","Estonia","EMU convergence criterion bond yields",":","z"
"2005M09","Estonia","EMU convergence criterion bond yields",":","z"
"2005M10","Estonia","EMU convergence criterion bond yields",":","z"
"2005M11","Estonia","EMU convergence criterion bond yields",":","z"
"2005M12","Estonia","EMU convergence criterion bond yields",":","z"
"2006M01","Estonia","EMU convergence criterion bond yields",":","z"
"2006M02","Estonia","EMU convergence criterion bond yields",":","z"
"2006M03","Estonia","EMU convergence criterion bond yields",":","z"
"2006M04","Estonia","EMU convergence criterion bond yields",":","z"
"2006M05","Estonia","EMU convergence criterion bond yields",":","z"
"2006M06","Estonia","EMU convergence criterion bond yields",":","z"
"2006M07","Estonia","EMU convergence criterion bond yields",":","z"
"2006M08","Estonia","EMU convergence criterion bond yields",":","z"
"2006M09","Estonia","EMU convergence criterion bond yields",":","z"
"2006M10","Estonia","EMU convergence criterion bond yields",":","z"
"2006M11","Estonia","EMU convergence criterion bond yields",":","z"
"2006M12","Estonia","EMU convergence criterion bond yields",":","z"
"2007M01","Estonia","EMU convergence criterion bond yields",":","z"
"2007M02","Estonia","EMU convergence criterion bond yields",":","z"
"2007M03","Estonia","EMU convergence criterion bond yields",":","z"
"2007M04","Estonia","EMU convergence criterion bond yields",":","z"
"2007M05","Estonia","EMU convergence criterion bond yields",":","z"
"2007M06","Estonia","EMU convergence criterion bond yields",":","z"
"2007M07","Estonia","EMU convergence criterion bond yields",":","z"
"2007M08","Estonia","EMU convergence criterion bond yields",":","z"
"2007M09","Estonia","EMU convergence criterion bond yields",":","z"
"2007M10","Estonia","EMU convergence criterion bond yields",":","z"
"2007M11","Estonia","EMU convergence criterion bond yields",":","z"
"2007M12","Estonia","EMU convergence criterion bond yields",":","z"
"2008M01","Estonia","EMU convergence criterion bond yields",":","z"
"2008M02","Estonia","EMU convergence criterion bond yields",":","z"
"2008M03","Estonia","EMU convergence criterion bond yields",":","z"
"2008M04","Estonia","EMU convergence criterion bond yields",":","z"
"2008M05","Estonia","EMU convergence criterion bond yields",":","z"
"2008M06","Estonia","EMU convergence criterion bond yields",":","z"
"2008M07","Estonia","EMU convergence criterion bond yields",":","z"
"2008M08","Estonia","EMU convergence criterion bond yields",":","z"
"2008M09","Estonia","EMU convergence criterion bond yields",":","z"
"2008M10","Estonia","EMU convergence criterion bond yields",":","z"
"2008M11","Estonia","EMU convergence criterion bond yields",":","z"
"2008M12","Estonia","EMU convergence criterion bond yields",":","z"
"2009M01","Estonia","EMU convergence criterion bond yields",":","z"
"2009M02","Estonia","EMU convergence criterion bond yields",":","z"
"2009M03","Estonia","EMU convergence criterion bond yields",":","z"
"2009M04","Estonia","EMU convergence criterion bond yields",":","z"
"2009M05","Estonia","EMU convergence criterion bond yields",":","z"
"2009M06","Estonia","EMU convergence criterion bond yields",":","z"
"2009M07","Estonia","EMU convergence criterion bond yields",":","z"
"2009M08","Estonia","EMU convergence criterion bond yields",":","z"
"2009M09","Estonia","EMU convergence criterion bond yields",":","z"
"2009M10","Estonia","EMU convergence criterion bond yields",":","z"
"2009M11","Estonia","EMU convergence criterion bond yields",":","z"
"2009M12","Estonia","EMU convergence criterion bond yields",":","z"
"2010M01","Estonia","EMU convergence criterion bond yields",":","z"
"2010M02","Estonia","EMU convergence criterion bond yields",":","z"
"2010M03","Estonia","EMU convergence criterion bond yields",":","z"
"2010M04","Estonia","EMU convergence criterion bond yields",":","z"
"2010M05","Estonia","EMU convergence criterion bond yields",":","z"
"2010M06","Estonia","EMU convergence criterion bond yields",":","z"
"2010M07","Estonia","EMU convergence criterion bond yields",":","z"
"2010M08","Estonia","EMU convergence criterion bond yields",":","z"
"2010M09","Estonia","EMU convergence criterion bond yields",":","z"
"2010M10","Estonia","EMU convergence criterion bond yields",":","z"
"2010M11","Estonia","EMU convergence criterion bond yields",":","z"
"2010M12","Estonia","EMU convergence criterion bond yields",":","z"
"2011M01","Estonia","EMU convergence criterion bond yields",":","z"
"2011M02","Estonia","EMU convergence criterion bond yields",":","z"
"2011M03","Estonia","EMU convergence criterion bond yields",":","z"
"2011M04","Estonia","EMU convergence criterion bond yields",":","z"
"2011M05","Estonia","EMU convergence criterion bond yields",":","z"
"2011M06","Estonia","EMU convergence criterion bond yields",":","z"
"2011M07","Estonia","EMU convergence criterion bond yields",":","z"
"2011M08","Estonia","EMU convergence criterion bond yields",":","z"
"2011M09","Estonia","EMU convergence criterion bond yields",":","z"
"2011M10","Estonia","EMU convergence criterion bond yields",":","z"
"2011M11","Estonia","EMU convergence criterion bond yields",":","z"
"2011M12","Estonia","EMU convergence criterion bond yields",":","z"
"2012M01","Estonia","EMU convergence criterion bond yields",":","z"
"2012M02","Estonia","EMU convergence criterion bond yields",":","z"
"2012M03","Estonia","EMU convergence criterion bond yields",":","z"
"2012M04","Estonia","EMU convergence criterion bond yields",":","z"
"2012M05","Estonia","EMU convergence criterion bond yields",":","z"
"2012M06","Estonia","EMU convergence criterion bond yields",":","z"
"2012M07","Estonia","EMU convergence criterion bond yields",":","z"
"2012M08","Estonia","EMU convergence criterion bond yields",":","z"
"2012M09","Estonia","EMU convergence criterion bond yields",":","z"
"2012M10","Estonia","EMU convergence criterion bond yields",":","z"
"2012M11","Estonia","EMU convergence criterion bond yields",":","z"
"2012M12","Estonia","EMU convergence criterion bond yields",":","z"
"2013M01","Estonia","EMU convergence criterion bond yields",":","z"
"2013M02","Estonia","EMU convergence criterion bond yields",":","z"
"2013M03","Estonia","EMU convergence criterion bond yields",":","z"
"2013M04","Estonia","EMU convergence criterion bond yields",":","z"
"2013M05","Estonia","EMU convergence criterion bond yields",":","z"
"2013M06","Estonia","EMU convergence criterion bond yields",":","z"
"2013M07","Estonia","EMU convergence criterion bond yields",":","z"
"2013M08","Estonia","EMU convergence criterion bond yields",":","z"
"2013M09","Estonia","EMU convergence criterion bond yields",":","z"
"2013M10","Estonia","EMU convergence criterion bond yields",":","z"
"2013M11","Estonia","EMU convergence criterion bond yields",":","z"
"2013M12","Estonia","EMU convergence criterion bond yields",":","z"
"2014M01","Estonia","EMU convergence criterion bond yields",":","z"
"2014M02","Estonia","EMU convergence criterion bond yields",":","z"
"2014M03","Estonia","EMU convergence criterion bond yields",":","z"
"2014M04","Estonia","EMU convergence criterion bond yields",":","z"
"2014M05","Estonia","EMU convergence criterion bond yields",":","z"
"2014M06","Estonia","EMU convergence criterion bond yields",":","z"
"2014M07","Estonia","EMU convergence criterion bond yields",":","z"
"2014M08","Estonia","EMU convergence criterion bond yields",":","z"
"2014M09","Estonia","EMU convergence criterion bond yields",":","z"
"2014M10","Estonia","EMU convergence criterion bond yields",":","z"
"2014M11","Estonia","EMU convergence criterion bond yields",":","z"
"2014M12","Estonia","EMU convergence criterion bond yields",":","z"
"2015M01","Estonia","EMU convergence criterion bond yields",":","z"
"2015M02","Estonia","EMU convergence criterion bond yields",":","z"
"2015M03","Estonia","EMU convergence criterion bond yields",":","z"
"2015M04","Estonia","EMU convergence criterion bond yields",":","z"
"2015M05","Estonia","EMU convergence criterion bond yields",":","z"
"2015M06","Estonia","EMU convergence criterion bond yields",":","z"
"2015M07","Estonia","EMU convergence criterion bond yields",":","z"
"2015M08","Estonia","EMU convergence criterion bond yields",":","z"
"2015M09","Estonia","EMU convergence criterion bond yields",":","z"
"2015M10","Estonia","EMU convergence criterion bond yields",":","z"
"2015M11","Estonia","EMU convergence criterion bond yields",":","z"
"2015M12","Estonia","EMU convergence criterion bond yields",":","z"
"2016M01","Estonia","EMU convergence criterion bond yields",":","z"
"2016M02","Estonia","EMU convergence criterion bond yields",":","z"
"2016M03","Estonia","EMU convergence criterion bond yields",":","z"
"2016M04","Estonia","EMU convergence criterion bond yields",":","z"
"2016M05","Estonia","EMU convergence criterion bond yields",":","z"
"2016M06","Estonia","EMU convergence criterion bond yields",":","z"
"2016M07","Estonia","EMU convergence criterion bond yields",":","z"
"2016M08","Estonia","EMU convergence criterion bond yields",":","z"
"2016M09","Estonia","EMU convergence criterion bond yields",":","z"
"2016M10","Estonia","EMU convergence criterion bond yields",":","z"
"2000M01","Ireland","EMU convergence criterion bond yields","5.80",""
"2000M02","Ireland","EMU convergence criterion bond yields","5.76",""
"2000M03","Ireland","EMU convergence criterion bond yields","5.58",""
"2000M04","Ireland","EMU convergence criterion bond yields","5.46",""
"2000M05","Ireland","EMU convergence criterion bond yields","5.61",""
"2000M06","Ireland","EMU convergence criterion bond yields","5.43",""
"2000M07","Ireland","EMU convergence criterion bond yields","5.52",""
"2000M08","Ireland","EMU convergence criterion bond yields","5.47",""
"2000M09","Ireland","EMU convergence criterion bond yields","5.52",""
"2000M10","Ireland","EMU convergence criterion bond yields","5.46",""
"2000M11","Ireland","EMU convergence criterion bond yields","5.40",""
"2000M12","Ireland","EMU convergence criterion bond yields","5.14",""
"2001M01","Ireland","EMU convergence criterion bond yields","5.03",""
"2001M02","Ireland","EMU convergence criterion bond yields","5.01",""
"2001M03","Ireland","EMU convergence criterion bond yields","4.92",""
"2001M04","Ireland","EMU convergence criterion bond yields","5.09",""
"2001M05","Ireland","EMU convergence criterion bond yields","5.28",""
"2001M06","Ireland","EMU convergence criterion bond yields","5.23",""
"2001M07","Ireland","EMU convergence criterion bond yields","5.23",""
"2001M08","Ireland","EMU convergence criterion bond yields","5.01",""
"2001M09","Ireland","EMU convergence criterion bond yields","5.01",""
"2001M10","Ireland","EMU convergence criterion bond yields","4.77",""
"2001M11","Ireland","EMU convergence criterion bond yields","4.63",""
"2001M12","Ireland","EMU convergence criterion bond yields","4.93",""
"2002M01","Ireland","EMU convergence criterion bond yields","5.02",""
"2002M02","Ireland","EMU convergence criterion bond yields","5.20",""
"2002M03","Ireland","EMU convergence criterion bond yields","5.42",""
"2002M04","Ireland","EMU convergence criterion bond yields","5.41",""
"2002M05","Ireland","EMU convergence criterion bond yields","5.41",""
"2002M06","Ireland","EMU convergence criterion bond yields","5.25",""
"2002M07","Ireland","EMU convergence criterion bond yields","5.11",""
"2002M08","Ireland","EMU convergence criterion bond yields","4.84",""
"2002M09","Ireland","EMU convergence criterion bond yields","4.63",""
"2002M10","Ireland","EMU convergence criterion bond yields","4.70",""
"2002M11","Ireland","EMU convergence criterion bond yields","4.67",""
"2002M12","Ireland","EMU convergence criterion bond yields","4.46",""
"2003M01","Ireland","EMU convergence criterion bond yields","4.27",""
"2003M02","Ireland","EMU convergence criterion bond yields","4.06",""
"2003M03","Ireland","EMU convergence criterion bond yields","4.09",""
"2003M04","Ireland","EMU convergence criterion bond yields","4.22",""
"2003M05","Ireland","EMU convergence criterion bond yields","3.89",""
"2003M06","Ireland","EMU convergence criterion bond yields","3.69",""
"2003M07","Ireland","EMU convergence criterion bond yields","4.01",""
"2003M08","Ireland","EMU convergence criterion bond yields","4.17",""
"2003M09","Ireland","EMU convergence criterion bond yields","4.19",""
"2003M10","Ireland","EMU convergence criterion bond yields","4.25",""
"2003M11","Ireland","EMU convergence criterion bond yields","4.39",""
"2003M12","Ireland","EMU convergence criterion bond yields","4.36",""
"2004M01","Ireland","EMU convergence criterion bond yields","4.20",""
"2004M02","Ireland","EMU convergence criterion bond yields","4.15",""
"2004M03","Ireland","EMU convergence criterion bond yields","3.97",""
"2004M04","Ireland","EMU convergence criterion bond yields","4.17",""
"2004M05","Ireland","EMU convergence criterion bond yields","4.31",""
"2004M06","Ireland","EMU convergence criterion bond yields","4.38",""
"2004M07","Ireland","EMU convergence criterion bond yields","4.27",""
"2004M08","Ireland","EMU convergence criterion bond yields","4.09",""
"2004M09","Ireland","EMU convergence criterion bond yields","4.04",""
"2004M10","Ireland","EMU convergence criterion bond yields","3.92",""
"2004M11","Ireland","EMU convergence criterion bond yields","3.80",""
"2004M12","Ireland","EMU convergence criterion bond yields","3.62",""
"2005M01","Ireland","EMU convergence criterion bond yields","3.52",""
"2005M02","Ireland","EMU convergence criterion bond yields","3.51",""
"2005M03","Ireland","EMU convergence criterion bond yields","3.66",""
"2005M04","Ireland","EMU convergence criterion bond yields","3.46",""
"2005M05","Ireland","EMU convergence criterion bond yields","3.28",""
"2005M06","Ireland","EMU convergence criterion bond yields","3.13",""
"2005M07","Ireland","EMU convergence criterion bond yields","3.18",""
"2005M08","Ireland","EMU convergence criterion bond yields","3.22",""
"2005M09","Ireland","EMU convergence criterion bond yields","3.04",""
"2005M10","Ireland","EMU convergence criterion bond yields","3.19",""
"2005M11","Ireland","EMU convergence criterion bond yields","3.40",""
"2005M12","Ireland","EMU convergence criterion bond yields","3.36",""
"2006M01","Ireland","EMU convergence criterion bond yields","3.32",""
"2006M02","Ireland","EMU convergence criterion bond yields","3.47",""
"2006M03","Ireland","EMU convergence criterion bond yields","3.65",""
"2006M04","Ireland","EMU convergence criterion bond yields","3.90",""
"2006M05","Ireland","EMU convergence criterion bond yields","3.96",""
"2006M06","Ireland","EMU convergence criterion bond yields","3.98",""
"2006M07","Ireland","EMU convergence criterion bond yields","4.00",""
"2006M08","Ireland","EMU convergence criterion bond yields","3.88",""
"2006M09","Ireland","EMU convergence criterion bond yields","3.76",""
"2006M10","Ireland","EMU convergence criterion bond yields","3.78",""
"2006M11","Ireland","EMU convergence criterion bond yields","3.72",""
"2006M12","Ireland","EMU convergence criterion bond yields","3.76",""
"2007M01","Ireland","EMU convergence criterion bond yields","4.04",""
"2007M02","Ireland","EMU convergence criterion bond yields","4.07",""
"2007M03","Ireland","EMU convergence criterion bond yields","3.97",""
"2007M04","Ireland","EMU convergence criterion bond yields","4.19",""
"2007M05","Ireland","EMU convergence criterion bond yields","4.32",""
"2007M06","Ireland","EMU convergence criterion bond yields","4.62",""
"2007M07","Ireland","EMU convergence criterion bond yields","4.59",""
"2007M08","Ireland","EMU convergence criterion bond yields","4.40",""
"2007M09","Ireland","EMU convergence criterion bond yields","4.32",""
"2007M10","Ireland","EMU convergence criterion bond yields","4.39",""
"2007M11","Ireland","EMU convergence criterion bond yields","4.31",""
"2007M12","Ireland","EMU convergence criterion bond yields","4.45",""
"2008M01","Ireland","EMU convergence criterion bond yields","4.25",""
"2008M02","Ireland","EMU convergence criterion bond yields","4.21",""
"2008M03","Ireland","EMU convergence criterion bond yields","4.17",""
"2008M04","Ireland","EMU convergence criterion bond yields","4.44",""
"2008M05","Ireland","EMU convergence criterion bond yields","4.58",""
"2008M06","Ireland","EMU convergence criterion bond yields","4.91",""
"2008M07","Ireland","EMU convergence criterion bond yields","4.92",""
"2008M08","Ireland","EMU convergence criterion bond yields","4.59",""
"2008M09","Ireland","EMU convergence criterion bond yields","4.56",""
"2008M10","Ireland","EMU convergence criterion bond yields","4.55",""
"2008M11","Ireland","EMU convergence criterion bond yields","4.56",""
"2008M12","Ireland","EMU convergence criterion bond yields","4.57",""
"2009M01","Ireland","EMU convergence criterion bond yields","5.20",""
"2009M02","Ireland","EMU convergence criterion bond yields","5.65",""
"2009M03","Ireland","EMU convergence criterion bond yields","5.76",""
"2009M04","Ireland","EMU convergence criterion bond yields","5.34",""
"2009M05","Ireland","EMU convergence criterion bond yields","5.27",""
"2009M06","Ireland","EMU convergence criterion bond yields","5.73",""
"2009M07","Ireland","EMU convergence criterion bond yields","5.45",""
"2009M08","Ireland","EMU convergence criterion bond yields","4.92",""
"2009M09","Ireland","EMU convergence criterion bond yields","4.91",""
"2009M10","Ireland","EMU convergence criterion bond yields","4.77",""
"2009M11","Ireland","EMU convergence criterion bond yields","4.82",""
"2009M12","Ireland","EMU convergence criterion bond yields","4.88",""
"2010M01","Ireland","EMU convergence criterion bond yields","4.83",""
"2010M02","Ireland","EMU convergence criterion bond yields","4.73",""
"2010M03","Ireland","EMU convergence criterion bond yields","4.53",""
"2010M04","Ireland","EMU convergence criterion bond yields","4.76",""
"2010M05","Ireland","EMU convergence criterion bond yields","4.86",""
"2010M06","Ireland","EMU convergence criterion bond yields","5.31",""
"2010M07","Ireland","EMU convergence criterion bond yields","5.32",""
"2010M08","Ireland","EMU convergence criterion bond yields","5.30",""
"2010M09","Ireland","EMU convergence criterion bond yields","6.14",""
"2010M10","Ireland","EMU convergence criterion bond yields","6.42",""
"2010M11","Ireland","EMU convergence criterion bond yields","8.22",""
"2010M12","Ireland","EMU convergence criterion bond yields","8.45",""
"2011M01","Ireland","EMU convergence criterion bond yields","8.75",""
"2011M02","Ireland","EMU convergence criterion bond yields","9.10",""
"2011M03","Ireland","EMU convergence criterion bond yields","9.67",""
"2011M04","Ireland","EMU convergence criterion bond yields","9.79",""
"2011M05","Ireland","EMU convergence criterion bond yields","10.64",""
"2011M06","Ireland","EMU convergence criterion bond yields","11.43",""
"2011M07","Ireland","EMU convergence criterion bond yields","12.45",""
"2011M08","Ireland","EMU convergence criterion bond yields","9.57",""
"2011M09","Ireland","EMU convergence criterion bond yields","8.51",""
"2011M10","Ireland","EMU convergence criterion bond yields","8.10",""
"2011M11","Ireland","EMU convergence criterion bond yields","8.51",""
"2011M12","Ireland","EMU convergence criterion bond yields","8.70",""
"2012M01","Ireland","EMU convergence criterion bond yields","7.71",""
"2012M02","Ireland","EMU convergence criterion bond yields","7.02",""
"2012M03","Ireland","EMU convergence criterion bond yields","6.90",""
"2012M04","Ireland","EMU convergence criterion bond yields","6.88",""
"2012M05","Ireland","EMU convergence criterion bond yields","7.12",""
"2012M06","Ireland","EMU convergence criterion bond yields","7.09",""
"2012M07","Ireland","EMU convergence criterion bond yields","6.12",""
"2012M08","Ireland","EMU convergence criterion bond yields","5.91",""
"2012M09","Ireland","EMU convergence criterion bond yields","5.28",""
"2012M10","Ireland","EMU convergence criterion bond yields","4.77",""
"2012M11","Ireland","EMU convergence criterion bond yields","4.59",""
"2012M12","Ireland","EMU convergence criterion bond yields","4.67",""
"2013M01","Ireland","EMU convergence criterion bond yields","4.18",""
"2013M02","Ireland","EMU convergence criterion bond yields","3.78",""
"2013M03","Ireland","EMU convergence criterion bond yields","3.83",""
"2013M04","Ireland","EMU convergence criterion bond yields","3.78",""
"2013M05","Ireland","EMU convergence criterion bond yields","3.48",""
"2013M06","Ireland","EMU convergence criterion bond yields","4.02",""
"2013M07","Ireland","EMU convergence criterion bond yields","3.88",""
"2013M08","Ireland","EMU convergence criterion bond yields","3.92",""
"2013M09","Ireland","EMU convergence criterion bond yields","3.95",""
"2013M10","Ireland","EMU convergence criterion bond yields","3.65",""
"2013M11","Ireland","EMU convergence criterion bond yields","3.53",""
"2013M12","Ireland","EMU convergence criterion bond yields","3.48",""
"2014M01","Ireland","EMU convergence criterion bond yields","3.39",""
"2014M02","Ireland","EMU convergence criterion bond yields","3.24",""
