"TIME","GEO","INTRT","Value","Flag and Footnotes"
"2003M05","Poland","EMU convergence criterion bond yields","5.12",""
"2003M06","Poland","EMU convergence criterion bond yields","5.03",""
"2003M07","Poland","EMU convergence criterion bond yields","5.37",""
"2003M08","Poland","EMU convergence criterion bond yields","5.61",""
"2003M09","Poland","EMU convergence criterion bond yields","5.93",""
"2003M10","Poland","EMU convergence criterion bond yields","6.36",""
"2003M11","Poland","EMU convergence criterion bond yields","6.90",""
"2003M12","Poland","EMU convergence criterion bond yields","6.76",""
"2004M01","Poland","EMU convergence criterion bond yields","6.67",""
"2004M02","Poland","EMU convergence criterion bond yields","6.82",""
"2004M03","Poland","EMU convergence criterion bond yields","6.65",""
"2004M04","Poland","EMU convergence criterion bond yields","7.02",""
"2004M05","Poland","EMU convergence criterion bond yields","7.32",""
"2004M06","Poland","EMU convergence criterion bond yields","7.27",""
"2004M07","Poland","EMU convergence criterion bond yields","7.44",""
"2004M08","Poland","EMU convergence criterion bond yields","7.36",""
"2004M09","Poland","EMU convergence criterion bond yields","6.96",""
"2004M10","Poland","EMU convergence criterion bond yields","6.80",""
"2004M11","Poland","EMU convergence criterion bond yields","6.45",""
"2004M12","Poland","EMU convergence criterion bond yields","6.00",""
"2005M01","Poland","EMU convergence criterion bond yields","5.97",""
"2005M02","Poland","EMU convergence criterion bond yields","5.73",""
"2005M03","Poland","EMU convergence criterion bond yields","5.55",""
"2005M04","Poland","EMU convergence criterion bond yields","5.49",""
"2005M05","Poland","EMU convergence criterion bond yields","5.35",""
"2005M06","Poland","EMU convergence criterion bond yields","4.91",""
"2005M07","Poland","EMU convergence criterion bond yields","4.72",""
"2005M08","Poland","EMU convergence criterion bond yields","4.88",""
"2005M09","Poland","EMU convergence criterion bond yields","4.57",""
"2005M10","Poland","EMU convergence criterion bond yields","4.91",""
"2005M11","Poland","EMU convergence criterion bond yields","5.38",""
"2005M12","Poland","EMU convergence criterion bond yields","5.16",""
"2006M01","Poland","EMU convergence criterion bond yields","4.95",""
"2006M02","Poland","EMU convergence criterion bond yields","4.79",""
"2006M03","Poland","EMU convergence criterion bond yields","4.79",""
"2006M04","Poland","EMU convergence criterion bond yields","5.03",""
"2006M05","Poland","EMU convergence criterion bond yields","5.27",""
"2006M06","Poland","EMU convergence criterion bond yields","5.55",""
"2006M07","Poland","EMU convergence criterion bond yields","5.56",""
"2006M08","Poland","EMU convergence criterion bond yields","5.62",""
"2006M09","Poland","EMU convergence criterion bond yields","5.48",""
"2006M10","Poland","EMU convergence criterion bond yields","5.40",""
"2006M11","Poland","EMU convergence criterion bond yields","5.20",""
"2006M12","Poland","EMU convergence criterion bond yields","5.14",""
"2007M01","Poland","EMU convergence criterion bond yields","5.17",""
"2007M02","Poland","EMU convergence criterion bond yields","5.19",""
"2007M03","Poland","EMU convergence criterion bond yields","5.19",""
"2007M04","Poland","EMU convergence criterion bond yields","5.28",""
"2007M05","Poland","EMU convergence criterion bond yields","5.29",""
"2007M06","Poland","EMU convergence criterion bond yields","5.52",""
"2007M07","Poland","EMU convergence criterion bond yields","5.60",""
"2007M08","Poland","EMU convergence criterion bond yields","5.68",""
"2007M09","Poland","EMU convergence criterion bond yields","5.69",""
"2007M10","Poland","EMU convergence criterion bond yields","5.64",""
"2007M11","Poland","EMU convergence criterion bond yields","5.70",""
"2007M12","Poland","EMU convergence criterion bond yields","5.86",""
"2008M01","Poland","EMU convergence criterion bond yields","5.81",""
"2008M02","Poland","EMU convergence criterion bond yields","5.82",""
"2008M03","Poland","EMU convergence criterion bond yields","5.99",""
"2008M04","Poland","EMU convergence criterion bond yields","5.99",""
"2008M05","Poland","EMU convergence criterion bond yields","6.10",""
"2008M06","Poland","EMU convergence criterion bond yields","6.42",""
"2008M07","Poland","EMU convergence criterion bond yields","6.45",""
"2008M08","Poland","EMU convergence criterion bond yields","6.11",""
"2008M09","Poland","EMU convergence criterion bond yields","5.89",""
"2008M10","Poland","EMU convergence criterion bond yields","6.35",""
"2008M11","Poland","EMU convergence criterion bond yields","6.23",""
"2008M12","Poland","EMU convergence criterion bond yields","5.70",""
"2009M01","Poland","EMU convergence criterion bond yields","5.46",""
"2009M02","Poland","EMU convergence criterion bond yields","5.97",""
"2009M03","Poland","EMU convergence criterion bond yields","6.22",""
"2009M04","Poland","EMU convergence criterion bond yields","6.19",""
"2009M05","Poland","EMU convergence criterion bond yields","6.31",""
"2009M06","Poland","EMU convergence criterion bond yields","6.34",""
"2009M07","Poland","EMU convergence criterion bond yields","6.19",""
"2009M08","Poland","EMU convergence criterion bond yields","6.08",""
"2009M09","Poland","EMU convergence criterion bond yields","6.17",""
"2009M10","Poland","EMU convergence criterion bond yields","6.15",""
"2009M11","Poland","EMU convergence criterion bond yields","6.14",""
"2009M12","Poland","EMU convergence criterion bond yields","6.22",""
"2010M01","Poland","EMU convergence criterion bond yields","6.13",""
"2010M02","Poland","EMU convergence criterion bond yields","6.09",""
"2010M03","Poland","EMU convergence criterion bond yields","5.72",""
"2010M04","Poland","EMU convergence criterion bond yields","5.57",""
"2010M05","Poland","EMU convergence criterion bond yields","5.72",""
"2010M06","Poland","EMU convergence criterion bond yields","5.87",""
"2010M07","Poland","EMU convergence criterion bond yields","5.84",""
"2010M08","Poland","EMU convergence criterion bond yields","5.62",""
"2010M09","Poland","EMU convergence criterion bond yields","5.49",""
"2010M10","Poland","EMU convergence criterion bond yields","5.53",""
"2010M11","Poland","EMU convergence criterion bond yields","5.82",""
"2010M12","Poland","EMU convergence criterion bond yields","5.98",""
"2011M01","Poland","EMU convergence criterion bond yields","6.26",""
"2011M02","Poland","EMU convergence criterion bond yields","6.26",""
"2011M03","Poland","EMU convergence criterion bond yields","6.27",""
"2011M04","Poland","EMU convergence criterion bond yields","6.14",""
"2011M05","Poland","EMU convergence criterion bond yields","6.06",""
"2011M06","Poland","EMU convergence criterion bond yields","5.88",""
"2011M07","Poland","EMU convergence criterion bond yields","5.81",""
"2011M08","Poland","EMU convergence criterion bond yields","5.70",""
"2011M09","Poland","EMU convergence criterion bond yields","5.74",""
"2011M10","Poland","EMU convergence criterion bond yields","5.71",""
"2011M11","Poland","EMU convergence criterion bond yields","5.80",""
"2011M12","Poland","EMU convergence criterion bond yields","5.84",""
"2012M01","Poland","EMU convergence criterion bond yields","5.68",""
"2012M02","Poland","EMU convergence criterion bond yields","5.46",""
"2012M03","Poland","EMU convergence criterion bond yields","5.37",""
"2012M04","Poland","EMU convergence criterion bond yields","5.49",""
"2012M05","Poland","EMU convergence criterion bond yields","5.41",""
"2012M06","Poland","EMU convergence criterion bond yields","5.24",""
"2012M07","Poland","EMU convergence criterion bond yields","4.99",""
"2012M08","Poland","EMU convergence criterion bond yields","4.88",""
"2012M09","Poland","EMU convergence criterion bond yields","4.85",""
"2012M10","Poland","EMU convergence criterion bond yields","4.57",""
"2012M11","Poland","EMU convergence criterion bond yields","4.18",""
"2012M12","Poland","EMU convergence criterion bond yields","3.88",""
"2013M01","Poland","EMU convergence criterion bond yields","3.91",""
"2013M02","Poland","EMU convergence criterion bond yields","3.99",""
"2013M03","Poland","EMU convergence criterion bond yields","3.93",""
"2013M04","Poland","EMU convergence criterion bond yields","3.50",""
"2013M05","Poland","EMU convergence criterion bond yields","3.28",""
"2013M06","Poland","EMU convergence criterion bond yields","3.95",""
"2013M07","Poland","EMU convergence criterion bond yields","3.97",""
"2013M08","Poland","EMU convergence criterion bond yields","4.30",""
"2013M09","Poland","EMU convergence criterion bond yields","4.49",""
"2013M10","Poland","EMU convergence criterion bond yields","4.28",""
"2013M11","Poland","EMU convergence criterion bond yields","4.38",""
"2013M12","Poland","EMU convergence criterion bond yields","4.42",""
"2014M01","Poland","EMU convergence criterion bond yields","4.42",""
"2014M02","Poland","EMU convergence criterion bond yields","4.47",""
"2014M03","Poland","EMU convergence criterion bond yields","4.25",""
"2014M04","Poland","EMU convergence criterion bond yields","4.10",""
"2014M05","Poland","EMU convergence criterion bond yields","3.80",""
"2014M06","Poland","EMU convergence criterion bond yields","3.54",""
"2014M07","Poland","EMU convergence criterion bond yields","3.34",""
"2014M08","Poland","EMU convergence criterion bond yields","3.36",""
"2014M09","Poland","EMU convergence criterion bond yields","3.10",""
"2014M10","Poland","EMU convergence criterion bond yields","2.72",""
"2014M11","Poland","EMU convergence criterion bond yields","2.54",""
"2014M12","Poland","EMU convergence criterion bond yields","2.55",""
"2015M01","Poland","EMU convergence criterion bond yields","2.21",""
"2015M02","Poland","EMU convergence criterion bond yields","2.20",""
"2015M03","Poland","EMU convergence criterion bond yields","2.33",""
"2015M04","Poland","EMU convergence criterion bond yields","2.37",""
"2015M05","Poland","EMU convergence criterion bond yields","2.82",""
"2015M06","Poland","EMU convergence criterion bond yields","3.19",""
"2015M07","Poland","EMU convergence criterion bond yields","3.16",""
"2015M08","Poland","EMU convergence criterion bond yields","2.88",""
"2015M09","Poland","EMU convergence criterion bond yields","2.91",""
"2015M10","Poland","EMU convergence criterion bond yields","2.66",""
"2015M11","Poland","EMU convergence criterion bond yields","2.73",""
"2015M12","Poland","EMU convergence criterion bond yields","2.96",""
"2016M01","Poland","EMU convergence criterion bond yields","3.00",""
"2016M02","Poland","EMU convergence criterion bond yields","3.03",""
"2016M03","Poland","EMU convergence criterion bond yields","2.89",""
"2016M04","Poland","EMU convergence criterion bond yields","2.95",""
"2016M05","Poland","EMU convergence criterion bond yields","3.04",""
"2016M06","Poland","EMU convergence criterion bond yields","3.11",""
"2016M07","Poland","EMU convergence criterion bond yields","2.89",""
"2016M08","Poland","EMU convergence criterion bond yields","2.71",""
"2016M09","Poland","EMU convergence criterion bond yields","2.85",""
"2016M10","Poland","EMU convergence criterion bond yields",":",""
"2000M01","Portugal","EMU convergence criterion bond yields","5.81",""
"2000M02","Portugal","EMU convergence criterion bond yields","5.78",""
"2000M03","Portugal","EMU convergence criterion bond yields","5.61",""
"2000M04","Portugal","EMU convergence criterion bond yields","5.52",""
"2000M05","Portugal","EMU convergence criterion bond yields","5.68",""
"2000M06","Portugal","EMU convergence criterion bond yields","5.54",""
"2000M07","Portugal","EMU convergence criterion bond yields","5.61",""
"2000M08","Portugal","EMU convergence criterion bond yields","5.57",""
"2000M09","Portugal","EMU convergence criterion bond yields","5.63",""
"2000M10","Portugal","EMU convergence criterion bond yields","5.58",""
"2000M11","Portugal","EMU convergence criterion bond yields","5.53",""
"2000M12","Portugal","EMU convergence criterion bond yields","5.28",""
"2001M01","Portugal","EMU convergence criterion bond yields","5.16",""
"2001M02","Portugal","EMU convergence criterion bond yields","5.14",""
"2001M03","Portugal","EMU convergence criterion bond yields","5.09",""
"2001M04","Portugal","EMU convergence criterion bond yields","5.27",""
"2001M05","Portugal","EMU convergence criterion bond yields","5.42",""
"2001M06","Portugal","EMU convergence criterion bond yields","5.38",""
"2001M07","Portugal","EMU convergence criterion bond yields","5.39",""
"2001M08","Portugal","EMU convergence criterion bond yields","5.19",""
"2001M09","Portugal","EMU convergence criterion bond yields","5.17",""
"2001M10","Portugal","EMU convergence criterion bond yields","4.92",""
"2001M11","Portugal","EMU convergence criterion bond yields","4.76",""
"2001M12","Portugal","EMU convergence criterion bond yields","5.01",""
"2002M01","Portugal","EMU convergence criterion bond yields","5.08",""
"2002M02","Portugal","EMU convergence criterion bond yields","5.15",""
"2002M03","Portugal","EMU convergence criterion bond yields","5.39",""
"2002M04","Portugal","EMU convergence criterion bond yields","5.39",""
"2002M05","Portugal","EMU convergence criterion bond yields","5.40",""
"2002M06","Portugal","EMU convergence criterion bond yields","5.26",""
"2002M07","Portugal","EMU convergence criterion bond yields","5.12",""
"2002M08","Portugal","EMU convergence criterion bond yields","4.85",""
"2002M09","Portugal","EMU convergence criterion bond yields","4.63",""
"2002M10","Portugal","EMU convergence criterion bond yields","4.70",""
"2002M11","Portugal","EMU convergence criterion bond yields","4.66",""
"2002M12","Portugal","EMU convergence criterion bond yields","4.45",""
"2003M01","Portugal","EMU convergence criterion bond yields","4.27",""
"2003M02","Portugal","EMU convergence criterion bond yields","4.04",""
"2003M03","Portugal","EMU convergence criterion bond yields","4.08",""
"2003M04","Portugal","EMU convergence criterion bond yields","4.18",""
"2003M05","Portugal","EMU convergence criterion bond yields","3.91",""
"2003M06","Portugal","EMU convergence criterion bond yields","3.77",""
"2003M07","Portugal","EMU convergence criterion bond yields","4.10",""
"2003M08","Portugal","EMU convergence criterion bond yields","4.26",""
"2003M09","Portugal","EMU convergence criterion bond yields","4.29",""
"2003M10","Portugal","EMU convergence criterion bond yields","4.36",""
"2003M11","Portugal","EMU convergence criterion bond yields","4.48",""
"2003M12","Portugal","EMU convergence criterion bond yields","4.40",""
"2004M01","Portugal","EMU convergence criterion bond yields","4.25",""
"2004M02","Portugal","EMU convergence criterion bond yields","4.19",""
"2004M03","Portugal","EMU convergence criterion bond yields","4.00",""
"2004M04","Portugal","EMU convergence criterion bond yields","4.25",""
"2004M05","Portugal","EMU convergence criterion bond yields","4.42",""
"2004M06","Portugal","EMU convergence criterion bond yields","4.47",""
"2004M07","Portugal","EMU convergence criterion bond yields","4.35",""
"2004M08","Portugal","EMU convergence criterion bond yields","4.18",""
"2004M09","Portugal","EMU convergence criterion bond yields","4.12",""
"2004M10","Portugal","EMU convergence criterion bond yields","3.99",""
"2004M11","Portugal","EMU convergence criterion bond yields","3.86",""
"2004M12","Portugal","EMU convergence criterion bond yields","3.64",""
"2005M01","Portugal","EMU convergence criterion bond yields","3.56",""
"2005M02","Portugal","EMU convergence criterion bond yields","3.55",""
"2005M03","Portugal","EMU convergence criterion bond yields","3.70",""
"2005M04","Portugal","EMU convergence criterion bond yields","3.50",""
"2005M05","Portugal","EMU convergence criterion bond yields","3.35",""
"2005M06","Portugal","EMU convergence criterion bond yields","3.19",""
"2005M07","Portugal","EMU convergence criterion bond yields","3.35",""
"2005M08","Portugal","EMU convergence criterion bond yields","3.39",""
"2005M09","Portugal","EMU convergence criterion bond yields","3.23",""
"2005M10","Portugal","EMU convergence criterion bond yields","3.39",""
"2005M11","Portugal","EMU convergence criterion bond yields","3.58",""
"2005M12","Portugal","EMU convergence criterion bond yields","3.46",""
"2006M01","Portugal","EMU convergence criterion bond yields","3.45",""
"2006M02","Portugal","EMU convergence criterion bond yields","3.60",""
"2006M03","Portugal","EMU convergence criterion bond yields","3.77",""
"2006M04","Portugal","EMU convergence criterion bond yields","4.03",""
"2006M05","Portugal","EMU convergence criterion bond yields","4.07",""
"2006M06","Portugal","EMU convergence criterion bond yields","4.10",""
"2006M07","Portugal","EMU convergence criterion bond yields","4.14",""
"2006M08","Portugal","EMU convergence criterion bond yields","4.06",""
"2006M09","Portugal","EMU convergence criterion bond yields","3.93",""
"2006M10","Portugal","EMU convergence criterion bond yields","3.98",""
"2006M11","Portugal","EMU convergence criterion bond yields","3.89",""
"2006M12","Portugal","EMU convergence criterion bond yields","3.96",""
"2007M01","Portugal","EMU convergence criterion bond yields","4.18",""
"2007M02","Portugal","EMU convergence criterion bond yields","4.19",""
"2007M03","Portugal","EMU convergence criterion bond yields","4.10",""
"2007M04","Portugal","EMU convergence criterion bond yields","4.30",""
"2007M05","Portugal","EMU convergence criterion bond yields","4.44",""
"2007M06","Portugal","EMU convergence criterion bond yields","4.75",""
"2007M07","Portugal","EMU convergence criterion bond yields","4.73",""
"2007M08","Portugal","EMU convergence criterion bond yields","4.56",""
"2007M09","Portugal","EMU convergence criterion bond yields","4.50",""
"2007M10","Portugal","EMU convergence criterion bond yields","4.52",""
"2007M11","Portugal","EMU convergence criterion bond yields","4.36",""
"2007M12","Portugal","EMU convergence criterion bond yields","4.47",""
"2008M01","Portugal","EMU convergence criterion bond yields","4.31",""
"2008M02","Portugal","EMU convergence criterion bond yields","4.27",""
"2008M03","Portugal","EMU convergence criterion bond yields","4.36",""
"2008M04","Portugal","EMU convergence criterion bond yields","4.52",""
"2008M05","Portugal","EMU convergence criterion bond yields","4.60",""
"2008M06","Portugal","EMU convergence criterion bond yields","4.96",""
"2008M07","Portugal","EMU convergence criterion bond yields","4.95",""
"2008M08","Portugal","EMU convergence criterion bond yields","4.69",""
"2008M09","Portugal","EMU convergence criterion bond yields","4.66",""
"2008M10","Portugal","EMU convergence criterion bond yields","4.56",""
"2008M11","Portugal","EMU convergence criterion bond yields","4.35",""
"2008M12","Portugal","EMU convergence criterion bond yields","4.00",""
"2009M01","Portugal","EMU convergence criterion bond yields","4.32",""
"2009M02","Portugal","EMU convergence criterion bond yields","4.52",""
"2009M03","Portugal","EMU convergence criterion bond yields","4.68",""
"2009M04","Portugal","EMU convergence criterion bond yields","4.53",""
"2009M05","Portugal","EMU convergence criterion bond yields","4.29",""
"2009M06","Portugal","EMU convergence criterion bond yields","4.50",""
"2009M07","Portugal","EMU convergence criterion bond yields","4.25",""
"2009M08","Portugal","EMU convergence criterion bond yields","3.95",""
"2009M09","Portugal","EMU convergence criterion bond yields","3.94",""
"2009M10","Portugal","EMU convergence criterion bond yields","3.85",""
"2009M11","Portugal","EMU convergence criterion bond yields","3.80",""
"2009M12","Portugal","EMU convergence criterion bond yields","3.91",""
"2010M01","Portugal","EMU convergence criterion bond yields","4.17",""
"2010M02","Portugal","EMU convergence criterion bond yields","4.56",""
"2010M03","Portugal","EMU convergence criterion bond yields","4.31",""
"2010M04","Portugal","EMU convergence criterion bond yields","4.78",""
"2010M05","Portugal","EMU convergence criterion bond yields","5.02",""
"2010M06","Portugal","EMU convergence criterion bond yields","5.54",""
"2010M07","Portugal","EMU convergence criterion bond yields","5.49",""
"2010M08","Portugal","EMU convergence criterion bond yields","5.31",""
"2010M09","Portugal","EMU convergence criterion bond yields","6.08",""
"2010M10","Portugal","EMU convergence criterion bond yields","6.05",""
"2010M11","Portugal","EMU convergence criterion bond yields","6.91",""
"2010M12","Portugal","EMU convergence criterion bond yields","6.53",""
"2011M01","Portugal","EMU convergence criterion bond yields","6.95",""
"2011M02","Portugal","EMU convergence criterion bond yields","7.34",""
"2011M03","Portugal","EMU convergence criterion bond yields","7.80",""
"2011M04","Portugal","EMU convergence criterion bond yields","9.19",""
"2011M05","Portugal","EMU convergence criterion bond yields","9.63",""
"2011M06","Portugal","EMU convergence criterion bond yields","10.87",""
"2011M07","Portugal","EMU convergence criterion bond yields","12.15",""
"2011M08","Portugal","EMU convergence criterion bond yields","10.93",""
"2011M09","Portugal","EMU convergence criterion bond yields","11.34",""
"2011M10","Portugal","EMU convergence criterion bond yields","11.72",""
"2011M11","Portugal","EMU convergence criterion bond yields","11.89",""
"2011M12","Portugal","EMU convergence criterion bond yields","13.08",""
"2012M01","Portugal","EMU convergence criterion bond yields","13.85",""
"2012M02","Portugal","EMU convergence criterion bond yields","12.81",""
"2012M03","Portugal","EMU convergence criterion bond yields","13.01",""
"2012M04","Portugal","EMU convergence criterion bond yields","12.01",""
"2012M05","Portugal","EMU convergence criterion bond yields","11.59",""
"2012M06","Portugal","EMU convergence criterion bond yields","10.56",""
"2012M07","Portugal","EMU convergence criterion bond yields","10.49",""
"2012M08","Portugal","EMU convergence criterion bond yields","9.89",""
"2012M09","Portugal","EMU convergence criterion bond yields","8.62",""
"2012M10","Portugal","EMU convergence criterion bond yields","8.17",""
"2012M11","Portugal","EMU convergence criterion bond yields","8.32",""
"2012M12","Portugal","EMU convergence criterion bond yields","7.25",""
"2013M01","Portugal","EMU convergence criterion bond yields","6.24",""
"2013M02","Portugal","EMU convergence criterion bond yields","6.40",""
"2013M03","Portugal","EMU convergence criterion bond yields","6.10",""
"2013M04","Portugal","EMU convergence criterion bond yields","6.15",""
"2013M05","Portugal","EMU convergence criterion bond yields","5.46",""
"2013M06","Portugal","EMU convergence criterion bond yields","6.30",""
"2013M07","Portugal","EMU convergence criterion bond yields","6.87",""
"2013M08","Portugal","EMU convergence criterion bond yields","6.60",""
"2013M09","Portugal","EMU convergence criterion bond yields","7.06",""
"2013M10","Portugal","EMU convergence criterion bond yields","6.33",""
"2013M11","Portugal","EMU convergence criterion bond yields","5.98",""
"2013M12","Portugal","EMU convergence criterion bond yields","6.04",""
"2014M01","Portugal","EMU convergence criterion bond yields","5.21",""
"2014M02","Portugal","EMU convergence criterion bond yields","4.94",""
"2014M03","Portugal","EMU convergence criterion bond yields","4.43",""
"2014M04","Portugal","EMU convergence criterion bond yields","3.82",""
"2014M05","Portugal","EMU convergence criterion bond yields","3.66",""
"2014M06","Portugal","EMU convergence criterion bond yields","3.50",""
"2014M07","Portugal","EMU convergence criterion bond yields","3.69",""
"2014M08","Portugal","EMU convergence criterion bond yields","3.47",""
"2014M09","Portugal","EMU convergence criterion bond yields","3.18",""
"2014M10","Portugal","EMU convergence criterion bond yields","3.21",""
"2014M11","Portugal","EMU convergence criterion bond yields","3.13",""
"2014M12","Portugal","EMU convergence criterion bond yields","2.81",""
"2015M01","Portugal","EMU convergence criterion bond yields","2.49",""
"2015M02","Portugal","EMU convergence criterion bond yields","2.32",""
"2015M03","Portugal","EMU convergence criterion bond yields","1.74",""
"2015M04","Portugal","EMU convergence criterion bond yields","1.87",""
"2015M05","Portugal","EMU convergence criterion bond yields","2.41",""
"2015M06","Portugal","EMU convergence criterion bond yields","2.93",""
"2015M07","Portugal","EMU convergence criterion bond yields","2.74",""
"2015M08","Portugal","EMU convergence criterion bond yields","2.52",""
"2015M09","Portugal","EMU convergence criterion bond yields","2.59",""
"2015M10","Portugal","EMU convergence criterion bond yields","2.41",""
"2015M11","Portugal","EMU convergence criterion bond yields","2.57",""
"2015M12","Portugal","EMU convergence criterion bond yields","2.49",""
"2016M01","Portugal","EMU convergence criterion bond yields","2.71",""
"2016M02","Portugal","EMU convergence criterion bond yields","3.23",""
"2016M03","Portugal","EMU convergence criterion bond yields","2.84",""
"2016M04","Portugal","EMU convergence criterion bond yields","3.13",""
"2016M05","Portugal","EMU convergence criterion bond yields","3.15",""
"2016M06","Portugal","EMU convergence criterion bond yields","3.20",""
"2016M07","Portugal","EMU convergence criterion bond yields","3.06",""
"2016M08","Portugal","EMU convergence criterion bond yields","2.91",""
"2016M09","Portugal","EMU convergence criterion bond yields","3.26",""
"2016M10","Portugal","EMU convergence criterion bond yields",":",""
"2000M01","Romania","EMU convergence criterion bond yields",":",""
"2000M02","Romania","EMU convergence criterion bond yields",":",""
"2000M03","Romania","EMU convergence criterion bond yields",":",""
"2000M04","Romania","EMU convergence criterion bond yields",":",""
"2000M05","Romania","EMU convergence criterion bond yields",":",""
"2000M06","Romania","EMU convergence criterion bond yields",":",""
"2000M07","Romania","EMU convergence criterion bond yields",":",""
"2000M08","Romania","EMU convergence criterion bond yields",":",""
"2000M09","Romania","EMU convergence criterion bond yields",":",""
"2000M10","Romania","EMU convergence criterion bond yields",":",""
"2000M11","Romania","EMU convergence criterion bond yields",":",""
"2000M12","Romania","EMU convergence criterion bond yields",":",""
"2001M01","Romania","EMU convergence criterion bond yields",":",""
"2001M02","Romania","EMU convergence criterion bond yields",":",""
"2001M03","Romania","EMU convergence criterion bond yields",":",""
"2001M04","Romania","EMU convergence criterion bond yields",":",""
"2001M05","Romania","EMU convergence criterion bond yields",":",""
"2001M06","Romania","EMU convergence criterion bond yields",":",""
"2001M07","Romania","EMU convergence criterion bond yields",":",""
"2001M08","Romania","EMU convergence criterion bond yields",":",""
"2001M09","Romania","EMU convergence criterion bond yields",":",""
"2001M10","Romania","EMU convergence criterion bond yields",":",""
"2001M11","Romania","EMU convergence criterion bond yields",":",""
"2001M12","Romania","EMU convergence criterion bond yields",":",""
"2002M01","Romania","EMU convergence criterion bond yields",":",""
"2002M02","Romania","EMU convergence criterion bond yields",":",""
"2002M03","Romania","EMU convergence criterion bond yields",":",""
"2002M04","Romania","EMU convergence criterion bond yields",":",""
"2002M05","Romania","EMU convergence criterion bond yields",":",""
"2002M06","Romania","EMU convergence criterion bond yields",":",""
"2002M07","Romania","EMU convergence criterion bond yields",":",""
"2002M08","Romania","EMU convergence criterion bond yields",":",""
"2002M09","Romania","EMU convergence criterion bond yields",":",""
"2002M10","Romania","EMU convergence criterion bond yields",":",""
"2002M11","Romania","EMU convergence criterion bond yields",":",""
"2002M12","Romania","EMU convergence criterion bond yields",":",""
"2003M01","Romania","EMU convergence criterion bond yields",":",""
"2003M02","Romania","EMU convergence criterion bond yields",":",""
"2003M03","Romania","EMU convergence criterion bond yields",":",""
"2003M04","Romania","EMU convergence criterion bond yields",":",""
"2003M05","Romania","EMU convergence criterion bond yields",":",""
"2003M06","Romania","EMU convergence criterion bond yields",":",""
"2003M07","Romania","EMU convergence criterion bond yields",":",""
"2003M08","Romania","EMU convergence criterion bond yields",":",""
"2003M09","Romania","EMU convergence criterion bond yields",":",""
"2003M10","Romania","EMU convergence criterion bond yields",":",""
"2003M11","Romania","EMU convergence criterion bond yields",":",""
"2003M12","Romania","EMU convergence criterion bond yields",":",""
"2004M01","Romania","EMU convergence criterion bond yields",":",""
"2004M02","Romania","EMU convergence criterion bond yields",":",""
"2004M03","Romania","EMU convergence criterion bond yields",":",""
"2004M04","Romania","EMU convergence criterion bond yields",":",""
"2004M05","Romania","EMU convergence criterion bond yields",":",""
"2004M06","Romania","EMU convergence criterion bond yields",":",""
"2004M07","Romania","EMU convergence criterion bond yields",":",""
"2004M08","Romania","EMU convergence criterion bond yields",":",""
"2004M09","Romania","EMU convergence criterion bond yields",":",""
"2004M10","Romania","EMU convergence criterion bond yields",":",""
"2004M11","Romania","EMU convergence criterion bond yields",":",""
"2004M12","Romania","EMU convergence criterion bond yields",":",""
"2005M01","Romania","EMU convergence criterion bond yields",":",""
"2005M02","Romania","EMU convergence criterion bond yields",":",""
"2005M03","Romania","EMU convergence criterion bond yields",":",""
"2005M04","Romania","EMU convergence criterion bond yields","6.75",""
"2005M05","Romania","EMU convergence criterion bond yields","6.75",""
"2005M06","Romania","EMU convergence criterion bond yields","7.07",""
"2005M07","Romania","EMU convergence criterion bond yields","7.13",""
"2005M08","Romania","EMU convergence criterion bond yields","7.13",""
"2005M09","Romania","EMU convergence criterion bond yields","7.13",""
"2005M10","Romania","EMU convergence criterion bond yields","6.84",""
"2005M11","Romania","EMU convergence criterion bond yields","6.98",""
"2005M12","Romania","EMU convergence criterion bond yields","7.15",""
"2006M01","Romania","EMU convergence criterion bond yields","7.07",""
"2006M02","Romania","EMU convergence criterion bond yields","6.97",""
"2006M03","Romania","EMU convergence criterion bond yields","7.07",""
"2006M04","Romania","EMU convergence criterion bond yields","6.94",""
"2006M05","Romania","EMU convergence criterion bond yields","7.04",""
"2006M06","Romania","EMU convergence criterion bond yields","7.12",""
"2006M07","Romania","EMU convergence criterion bond yields","7.11",""
"2006M08","Romania","EMU convergence criterion bond yields","7.41",""
"2006M09","Romania","EMU convergence criterion bond yields","7.49",""
"2006M10","Romania","EMU convergence criterion bond yields","7.56",""
"2006M11","Romania","EMU convergence criterion bond yields","7.56",""
"2006M12","Romania","EMU convergence criterion bond yields","7.42",""
"2007M01","Romania","EMU convergence criterion bond yields","7.39",""
"2007M02","Romania","EMU convergence criterion bond yields","7.52",""
"2007M03","Romania","EMU convergence criterion bond yields","7.53",""
"2007M04","Romania","EMU convergence criterion bond yields","7.39",""
"2007M05","Romania","EMU convergence criterion bond yields","7.39",""
"2007M06","Romania","EMU convergence criterion bond yields","6.99",""
"2007M07","Romania","EMU convergence criterion bond yields","6.83",""
"2007M08","Romania","EMU convergence criterion bond yields","6.87",""
"2007M09","Romania","EMU convergence criterion bond yields","6.84",""
"2007M10","Romania","EMU convergence criterion bond yields","6.85",""
"2007M11","Romania","EMU convergence criterion bond yields","6.96",""
"2007M12","Romania","EMU convergence criterion bond yields","7.05",""
"2008M01","Romania","EMU convergence criterion bond yields","7.15",""
"2008M02","Romania","EMU convergence criterion bond yields","7.29",""
"2008M03","Romania","EMU convergence criterion bond yields","7.34",""
