"TIME","GEO","UNIT","PRODUCT","INDIC_NRG","Value","Flag and Footnotes"
"2013","Bulgaria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","1,374",""
"2014","Bulgaria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","1,331",""
"2005","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","21",""
"2006","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","49",""
"2007","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","125",""
"2008","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","245",""
"2009","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","288",""
"2010","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","335",""
"2011","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","397",""
"2012","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","416",""
"2013","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","481",""
"2014","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","477",""
"2005","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","6,614",""
"2006","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","6,108",""
"2007","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","7,171",""
"2008","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","6,928",""
"2009","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","6,721",""
"2010","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","7,809",""
"2011","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","9,774",""
"2012","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","10,270",""
"2013","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","11,123",""
"2014","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","13,079",""
"2005","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","27,180",""
"2006","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","30,642",""
"2007","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","39,632",""
"2008","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","40,500",""
"2009","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","38,579",""
"2010","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","37,707",""
"2011","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","48,883",""
"2012","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","50,670",""
"2013","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","51,708",""
"2014","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","57,357",""
"2005","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","53",""
"2006","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","75",""
"2007","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","90",""
"2008","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","132",""
"2009","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","194",""
"2010","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","276",""
"2011","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","368",""
"2012","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","433",""
"2013","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","524",""
"2014","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","590",""
"2005","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","1,112",""
"2006","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","1,622",""
"2007","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","1,958",""
"2008","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","2,410",""
"2009","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","2,955",""
"2010","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","2,815",""
"2011","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","4,380",""
"2012","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","4,010",""
"2013","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","4,542",""
"2014","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","5,140",""
"2005","Greece","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","1,266",""
"2006","Greece","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","1,699",""
"2007","Greece","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","1,818",""
"2008","Greece","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","2,242",""
"2009","Greece","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","2,543",""
"2010","Greece","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","2,714",""
"2011","Greece","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","3,315",""
"2012","Greece","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","3,850",""
"2013","Greece","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","4,139",""
"2014","Greece","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","3,689",""
"2005","Spain","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","21,161",""
"2006","Spain","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","23,284",""
"2007","Spain","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","27,553",""
"2008","Spain","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","32,931",""
"2009","Spain","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","38,101",""
"2010","Spain","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","44,255",""
"2011","Spain","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","42,908",""
"2012","Spain","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","49,461",""
"2013","Spain","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","55,634",""
"2014","Spain","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","52,000",""
"2005","France","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","898",""
"2006","France","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","2,073",""
"2007","France","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","3,911",""
"2008","France","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","5,509",""
"2009","France","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","7,675",""
"2010","France","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","9,469",""
"2011","France","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","11,487",""
"2012","France","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","14,029",""
"2013","France","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","14,826",""
"2014","France","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","15,945",""
"2005","Croatia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","10",""
"2006","Croatia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","19",""
"2007","Croatia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","35",""
"2008","Croatia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","40",""
"2009","Croatia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","54",""
"2010","Croatia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","139",""
"2011","Croatia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","201",""
"2012","Croatia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","329",""
"2013","Croatia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","517",""
"2014","Croatia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","730",""
"2005","Italy","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","2,341",""
"2006","Italy","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","2,968",""
"2007","Italy","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","4,034",""
"2008","Italy","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","4,858",""
"2009","Italy","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","6,539",""
"2010","Italy","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","9,122",""
"2011","Italy","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","9,848",""
"2012","Italy","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","13,407",""
"2013","Italy","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","14,897",""
"2014","Italy","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","15,178",""
"2005","Cyprus","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2006","Cyprus","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2007","Cyprus","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2008","Cyprus","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2009","Cyprus","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2010","Cyprus","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","31",""
"2011","Cyprus","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","114",""
"2012","Cyprus","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","185",""
"2013","Cyprus","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","231",""
"2014","Cyprus","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","182",""
"2005","Latvia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","47",""
"2006","Latvia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","46",""
"2007","Latvia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","53",""
"2008","Latvia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","57",""
"2009","Latvia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","46",""
"2010","Latvia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","44",""
"2011","Latvia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","71",""
"2012","Latvia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","114",""
"2013","Latvia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","117",""
"2014","Latvia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","137",""
"2005","Lithuania","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","2",""
"2006","Lithuania","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","14",""
"2007","Lithuania","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","106",""
"2008","Lithuania","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","131",""
"2009","Lithuania","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","158",""
"2010","Lithuania","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","224",""
"2011","Lithuania","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","475",""
"2012","Lithuania","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","540",""
"2013","Lithuania","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","603",""
"2014","Lithuania","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","639",""
"2005","Luxembourg","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","52",""
"2006","Luxembourg","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","58",""
"2007","Luxembourg","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","64",""
"2008","Luxembourg","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","61",""
"2009","Luxembourg","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","63",""
"2010","Luxembourg","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","55",""
"2011","Luxembourg","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","64",""
"2012","Luxembourg","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","77",""
"2013","Luxembourg","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","83",""
"2014","Luxembourg","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","80",""
"2005","Hungary","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","10",""
"2006","Hungary","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","43",""
"2007","Hungary","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","110",""
"2008","Hungary","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","205",""
"2009","Hungary","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","331",""
"2010","Hungary","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","534",""
"2011","Hungary","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","626",""
"2012","Hungary","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","770",""
"2013","Hungary","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","718",""
"2014","Hungary","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","657",""
"2005","Malta","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2006","Malta","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2007","Malta","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2008","Malta","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2009","Malta","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2010","Malta","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2011","Malta","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2012","Malta","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2013","Malta","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2014","Malta","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2005","Netherlands","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","1,348",""
"2006","Netherlands","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","1,883",""
"2007","Netherlands","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","2,509",""
"2008","Netherlands","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","3,322",""
"2009","Netherlands","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","3,738",""
"2010","Netherlands","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","3,268",""
"2011","Netherlands","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","4,163",""
"2012","Netherlands","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","4,060",""
"2013","Netherlands","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","4,614",""
"2014","Netherlands","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","4,777",""
"2005","Austria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","1,331",""
"2006","Austria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","1,752",""
"2007","Austria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","2,037",""
"2008","Austria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","2,011",""
"2009","Austria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","1,954",""
"2010","Austria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","2,064",""
"2011","Austria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","1,936",""
"2012","Austria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","2,462",""
"2013","Austria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","3,152",""
"2014","Austria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","3,846",""
"2005","Poland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","135",""
"2006","Poland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","256",""
"2007","Poland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","522",""
"2008","Poland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","837",""
"2009","Poland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","1,077",""
"2010","Poland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","1,664",""
"2011","Poland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","3,205",""
"2012","Poland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","4,747",""
"2013","Poland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","6,004",""
"2014","Poland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","7,676",""
"2005","Portugal","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","1,773",""
"2006","Portugal","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","2,925",""
"2007","Portugal","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","4,037",""
"2008","Portugal","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","5,757",""
"2009","Portugal","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","7,577",""
"2010","Portugal","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","9,182",""
"2011","Portugal","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","9,161",""
"2012","Portugal","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","10,259",""
"2013","Portugal","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","12,014",""
"2014","Portugal","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","12,111",""
"2005","Romania","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2006","Romania","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2007","Romania","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","2",""
"2008","Romania","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","4",""
"2009","Romania","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","8",""
"2010","Romania","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","300",""
"2011","Romania","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","1,363",""
"2012","Romania","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","2,460",""
"2013","Romania","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","4,280",""
"2014","Romania","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","5,843",""
"2005","Slovenia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2006","Slovenia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2007","Slovenia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2008","Slovenia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2009","Slovenia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2010","Slovenia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2011","Slovenia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2012","Slovenia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2013","Slovenia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","4",""
"2014","Slovenia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","4",""
"2005","Slovakia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2006","Slovakia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2007","Slovakia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2008","Slovakia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2009","Slovakia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2010","Slovakia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2011","Slovakia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2012","Slovakia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2013","Slovakia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2014","Slovakia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","0",""
"2005","Finland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","170",""
"2006","Finland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","156",""
"2007","Finland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","188",""
"2008","Finland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","261",""
"2009","Finland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","277",""
"2010","Finland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","294",""
"2011","Finland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","481",""
"2012","Finland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","494",""
"2013","Finland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","774",""
"2014","Finland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","1,107",""
"2005","Sweden","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","936",""
"2006","Sweden","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","987",""
"2007","Sweden","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","1,430",""
"2008","Sweden","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","1,996",""
"2009","Sweden","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Wind","2,485",""
