"TIME","GEO","UNIT","INDIC_EN","Value"
"2011","Luxembourg","Percentage","Share of renewable energy in gross final energy consumption","2.9"
"2011","Luxembourg","Percentage","Share of renewable energy in transport","2.1"
"2011","Luxembourg","Percentage","Share of renewable energy in electricity","4.1"
"2011","Luxembourg","Percentage","Share of renewable energy in heating and cooling","4.8"
"2011","Hungary","Percentage","Share of renewable energy in gross final energy consumption","9.1"
"2011","Hungary","Percentage","Share of renewable energy in transport","5.4"
"2011","Hungary","Percentage","Share of renewable energy in electricity","6.4"
"2011","Hungary","Percentage","Share of renewable energy in heating and cooling","12.3"
"2011","Malta","Percentage","Share of renewable energy in gross final energy consumption","1.9"
"2011","Malta","Percentage","Share of renewable energy in transport","2.1"
"2011","Malta","Percentage","Share of renewable energy in electricity","0.5"
"2011","Malta","Percentage","Share of renewable energy in heating and cooling","10.7"
"2011","Netherlands","Percentage","Share of renewable energy in gross final energy consumption","4.5"
"2011","Netherlands","Percentage","Share of renewable energy in transport","4.5"
"2011","Netherlands","Percentage","Share of renewable energy in electricity","9.8"
"2011","Netherlands","Percentage","Share of renewable energy in heating and cooling","3.7"
"2011","Austria","Percentage","Share of renewable energy in gross final energy consumption","30.8"
"2011","Austria","Percentage","Share of renewable energy in transport","7.7"
"2011","Austria","Percentage","Share of renewable energy in electricity","66.0"
"2011","Austria","Percentage","Share of renewable energy in heating and cooling","30.2"
"2011","Poland","Percentage","Share of renewable energy in gross final energy consumption","10.3"
"2011","Poland","Percentage","Share of renewable energy in transport","6.4"
"2011","Poland","Percentage","Share of renewable energy in electricity","8.2"
"2011","Poland","Percentage","Share of renewable energy in heating and cooling","13.1"
"2011","Portugal","Percentage","Share of renewable energy in gross final energy consumption","24.7"
"2011","Portugal","Percentage","Share of renewable energy in transport","0.4"
"2011","Portugal","Percentage","Share of renewable energy in electricity","45.9"
"2011","Portugal","Percentage","Share of renewable energy in heating and cooling","35.2"
"2011","Romania","Percentage","Share of renewable energy in gross final energy consumption","21.4"
"2011","Romania","Percentage","Share of renewable energy in transport","2.1"
"2011","Romania","Percentage","Share of renewable energy in electricity","31.1"
"2011","Romania","Percentage","Share of renewable energy in heating and cooling","24.3"
"2011","Slovenia","Percentage","Share of renewable energy in gross final energy consumption","20.2"
"2011","Slovenia","Percentage","Share of renewable energy in transport","2.1"
"2011","Slovenia","Percentage","Share of renewable energy in electricity","31.0"
"2011","Slovenia","Percentage","Share of renewable energy in heating and cooling","30.2"
"2011","Slovakia","Percentage","Share of renewable energy in gross final energy consumption","10.3"
"2011","Slovakia","Percentage","Share of renewable energy in transport","5.0"
"2011","Slovakia","Percentage","Share of renewable energy in electricity","19.3"
"2011","Slovakia","Percentage","Share of renewable energy in heating and cooling","9.3"
"2011","Finland","Percentage","Share of renewable energy in gross final energy consumption","32.8"
"2011","Finland","Percentage","Share of renewable energy in transport","0.4"
"2011","Finland","Percentage","Share of renewable energy in electricity","29.4"
"2011","Finland","Percentage","Share of renewable energy in heating and cooling","46.0"
"2011","Sweden","Percentage","Share of renewable energy in gross final energy consumption","49.0"
"2011","Sweden","Percentage","Share of renewable energy in transport","10.0"
"2011","Sweden","Percentage","Share of renewable energy in electricity","59.9"
"2011","Sweden","Percentage","Share of renewable energy in heating and cooling","62.5"
"2011","United Kingdom","Percentage","Share of renewable energy in gross final energy consumption","4.2"
"2011","United Kingdom","Percentage","Share of renewable energy in transport","2.9"
"2011","United Kingdom","Percentage","Share of renewable energy in electricity","8.8"
"2011","United Kingdom","Percentage","Share of renewable energy in heating and cooling","3.1"
"2011","Iceland","Percentage","Share of renewable energy in gross final energy consumption","71.6"
"2011","Iceland","Percentage","Share of renewable energy in transport","0.9"
"2011","Iceland","Percentage","Share of renewable energy in electricity","93.9"
"2011","Iceland","Percentage","Share of renewable energy in heating and cooling","65.2"
"2011","Norway","Percentage","Share of renewable energy in gross final energy consumption","64.8"
"2011","Norway","Percentage","Share of renewable energy in transport","1.4"
"2011","Norway","Percentage","Share of renewable energy in electricity","105.5"
"2011","Norway","Percentage","Share of renewable energy in heating and cooling","34.6"
"2012","European Union (28 countries)","Percentage","Share of renewable energy in gross final energy consumption","14.3"
"2012","European Union (28 countries)","Percentage","Share of renewable energy in transport","5.0"
"2012","European Union (28 countries)","Percentage","Share of renewable energy in electricity","23.5"
"2012","European Union (28 countries)","Percentage","Share of renewable energy in heating and cooling","16.2"
"2012","Belgium","Percentage","Share of renewable energy in gross final energy consumption","7.2"
"2012","Belgium","Percentage","Share of renewable energy in transport","4.4"
"2012","Belgium","Percentage","Share of renewable energy in electricity","11.3"
"2012","Belgium","Percentage","Share of renewable energy in heating and cooling","7.3"
"2012","Bulgaria","Percentage","Share of renewable energy in gross final energy consumption","16.0"
"2012","Bulgaria","Percentage","Share of renewable energy in transport","0.3"
"2012","Bulgaria","Percentage","Share of renewable energy in electricity","16.1"
"2012","Bulgaria","Percentage","Share of renewable energy in heating and cooling","27.5"
"2012","Czech Republic","Percentage","Share of renewable energy in gross final energy consumption","11.4"
"2012","Czech Republic","Percentage","Share of renewable energy in transport","5.5"
"2012","Czech Republic","Percentage","Share of renewable energy in electricity","11.6"
"2012","Czech Republic","Percentage","Share of renewable energy in heating and cooling","14.1"
"2012","Denmark","Percentage","Share of renewable energy in gross final energy consumption","25.6"
"2012","Denmark","Percentage","Share of renewable energy in transport","5.5"
"2012","Denmark","Percentage","Share of renewable energy in electricity","38.7"
"2012","Denmark","Percentage","Share of renewable energy in heating and cooling","33.6"
"2012","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in gross final energy consumption","12.1"
"2012","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in transport","6.9"
"2012","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in electricity","23.6"
"2012","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in heating and cooling","10.4"
"2012","Estonia","Percentage","Share of renewable energy in gross final energy consumption","25.8"
"2012","Estonia","Percentage","Share of renewable energy in transport","0.3"
"2012","Estonia","Percentage","Share of renewable energy in electricity","15.8"
"2012","Estonia","Percentage","Share of renewable energy in heating and cooling","43.1"
"2012","Ireland","Percentage","Share of renewable energy in gross final energy consumption","7.1"
"2012","Ireland","Percentage","Share of renewable energy in transport","4.0"
"2012","Ireland","Percentage","Share of renewable energy in electricity","19.5"
"2012","Ireland","Percentage","Share of renewable energy in heating and cooling","5.1"
"2012","Greece","Percentage","Share of renewable energy in gross final energy consumption","13.4"
"2012","Greece","Percentage","Share of renewable energy in transport","1.0"
"2012","Greece","Percentage","Share of renewable energy in electricity","16.4"
"2012","Greece","Percentage","Share of renewable energy in heating and cooling","23.3"
"2012","Spain","Percentage","Share of renewable energy in gross final energy consumption","14.3"
"2012","Spain","Percentage","Share of renewable energy in transport","0.4"
"2012","Spain","Percentage","Share of renewable energy in electricity","33.5"
"2012","Spain","Percentage","Share of renewable energy in heating and cooling","14.1"
"2012","France","Percentage","Share of renewable energy in gross final energy consumption","13.4"
"2012","France","Percentage","Share of renewable energy in transport","7.0"
"2012","France","Percentage","Share of renewable energy in electricity","16.4"
"2012","France","Percentage","Share of renewable energy in heating and cooling","16.9"
"2012","Croatia","Percentage","Share of renewable energy in gross final energy consumption","26.8"
"2012","Croatia","Percentage","Share of renewable energy in transport","0.4"
"2012","Croatia","Percentage","Share of renewable energy in electricity","38.8"
"2012","Croatia","Percentage","Share of renewable energy in heating and cooling","36.5"
"2012","Italy","Percentage","Share of renewable energy in gross final energy consumption","15.4"
"2012","Italy","Percentage","Share of renewable energy in transport","5.7"
"2012","Italy","Percentage","Share of renewable energy in electricity","27.4"
"2012","Italy","Percentage","Share of renewable energy in heating and cooling","17.0"
"2012","Cyprus","Percentage","Share of renewable energy in gross final energy consumption","6.8"
"2012","Cyprus","Percentage","Share of renewable energy in transport","0.0"
"2012","Cyprus","Percentage","Share of renewable energy in electricity","4.9"
"2012","Cyprus","Percentage","Share of renewable energy in heating and cooling","20.8"
"2012","Latvia","Percentage","Share of renewable energy in gross final energy consumption","35.7"
"2012","Latvia","Percentage","Share of renewable energy in transport","3.1"
"2012","Latvia","Percentage","Share of renewable energy in electricity","44.9"
"2012","Latvia","Percentage","Share of renewable energy in heating and cooling","47.3"
"2012","Lithuania","Percentage","Share of renewable energy in gross final energy consumption","21.7"
"2012","Lithuania","Percentage","Share of renewable energy in transport","4.8"
"2012","Lithuania","Percentage","Share of renewable energy in electricity","10.9"
"2012","Lithuania","Percentage","Share of renewable energy in heating and cooling","35.5"
"2012","Luxembourg","Percentage","Share of renewable energy in gross final energy consumption","3.1"
"2012","Luxembourg","Percentage","Share of renewable energy in transport","2.2"
"2012","Luxembourg","Percentage","Share of renewable energy in electricity","4.6"
"2012","Luxembourg","Percentage","Share of renewable energy in heating and cooling","5.0"
"2012","Hungary","Percentage","Share of renewable energy in gross final energy consumption","9.6"
"2012","Hungary","Percentage","Share of renewable energy in transport","5.2"
"2012","Hungary","Percentage","Share of renewable energy in electricity","6.1"
"2012","Hungary","Percentage","Share of renewable energy in heating and cooling","13.5"
"2012","Malta","Percentage","Share of renewable energy in gross final energy consumption","2.9"
"2012","Malta","Percentage","Share of renewable energy in transport","3.2"
"2012","Malta","Percentage","Share of renewable energy in electricity","1.1"
"2012","Malta","Percentage","Share of renewable energy in heating and cooling","13.1"
"2012","Netherlands","Percentage","Share of renewable energy in gross final energy consumption","4.7"
"2012","Netherlands","Percentage","Share of renewable energy in transport","4.5"
"2012","Netherlands","Percentage","Share of renewable energy in electricity","10.4"
"2012","Netherlands","Percentage","Share of renewable energy in heating and cooling","3.9"
"2012","Austria","Percentage","Share of renewable energy in gross final energy consumption","31.6"
"2012","Austria","Percentage","Share of renewable energy in transport","7.8"
"2012","Austria","Percentage","Share of renewable energy in electricity","66.5"
"2012","Austria","Percentage","Share of renewable energy in heating and cooling","31.2"
"2012","Poland","Percentage","Share of renewable energy in gross final energy consumption","10.9"
"2012","Poland","Percentage","Share of renewable energy in transport","6.0"
"2012","Poland","Percentage","Share of renewable energy in electricity","10.7"
"2012","Poland","Percentage","Share of renewable energy in heating and cooling","13.4"
"2012","Portugal","Percentage","Share of renewable energy in gross final energy consumption","25.0"
"2012","Portugal","Percentage","Share of renewable energy in transport","0.4"
"2012","Portugal","Percentage","Share of renewable energy in electricity","47.6"
"2012","Portugal","Percentage","Share of renewable energy in heating and cooling","34.0"
"2012","Romania","Percentage","Share of renewable energy in gross final energy consumption","22.8"
"2012","Romania","Percentage","Share of renewable energy in transport","4.0"
"2012","Romania","Percentage","Share of renewable energy in electricity","33.6"
"2012","Romania","Percentage","Share of renewable energy in heating and cooling","25.8"
"2012","Slovenia","Percentage","Share of renewable energy in gross final energy consumption","20.9"
"2012","Slovenia","Percentage","Share of renewable energy in transport","2.9"
"2012","Slovenia","Percentage","Share of renewable energy in electricity","31.6"
"2012","Slovenia","Percentage","Share of renewable energy in heating and cooling","31.7"
"2012","Slovakia","Percentage","Share of renewable energy in gross final energy consumption","10.4"
"2012","Slovakia","Percentage","Share of renewable energy in transport","4.8"
"2012","Slovakia","Percentage","Share of renewable energy in electricity","20.1"
"2012","Slovakia","Percentage","Share of renewable energy in heating and cooling","8.8"
"2012","Finland","Percentage","Share of renewable energy in gross final energy consumption","34.4"
"2012","Finland","Percentage","Share of renewable energy in transport","0.4"
"2012","Finland","Percentage","Share of renewable energy in electricity","29.5"
"2012","Finland","Percentage","Share of renewable energy in heating and cooling","48.5"
"2012","Sweden","Percentage","Share of renewable energy in gross final energy consumption","51.1"
"2012","Sweden","Percentage","Share of renewable energy in transport","12.6"
"2012","Sweden","Percentage","Share of renewable energy in electricity","60.0"
"2012","Sweden","Percentage","Share of renewable energy in heating and cooling","65.8"
"2012","United Kingdom","Percentage","Share of renewable energy in gross final energy consumption","4.6"
"2012","United Kingdom","Percentage","Share of renewable energy in transport","3.6"
"2012","United Kingdom","Percentage","Share of renewable energy in electricity","10.7"
"2012","United Kingdom","Percentage","Share of renewable energy in heating and cooling","3.3"
"2012","Iceland","Percentage","Share of renewable energy in gross final energy consumption","72.3"
"2012","Iceland","Percentage","Share of renewable energy in transport","1.4"
"2012","Iceland","Percentage","Share of renewable energy in electricity","95.4"
"2012","Iceland","Percentage","Share of renewable energy in heating and cooling","64.6"
"2012","Norway","Percentage","Share of renewable energy in gross final energy consumption","65.9"
"2012","Norway","Percentage","Share of renewable energy in transport","1.6"
"2012","Norway","Percentage","Share of renewable energy in electricity","104.4"
"2012","Norway","Percentage","Share of renewable energy in heating and cooling","34.2"
"2013","European Union (28 countries)","Percentage","Share of renewable energy in gross final energy consumption","15.0"
"2013","European Union (28 countries)","Percentage","Share of renewable energy in transport","5.4"
"2013","European Union (28 countries)","Percentage","Share of renewable energy in electricity","25.4"
"2013","European Union (28 countries)","Percentage","Share of renewable energy in heating and cooling","16.6"
"2013","Belgium","Percentage","Share of renewable energy in gross final energy consumption","7.5"
"2013","Belgium","Percentage","Share of renewable energy in transport","4.3"
"2013","Belgium","Percentage","Share of renewable energy in electricity","12.4"
"2013","Belgium","Percentage","Share of renewable energy in heating and cooling","7.5"
"2013","Bulgaria","Percentage","Share of renewable energy in gross final energy consumption","19.0"
"2013","Bulgaria","Percentage","Share of renewable energy in transport","5.6"
"2013","Bulgaria","Percentage","Share of renewable energy in electricity","18.9"
"2013","Bulgaria","Percentage","Share of renewable energy in heating and cooling","29.2"
"2013","Czech Republic","Percentage","Share of renewable energy in gross final energy consumption","12.4"
"2013","Czech Republic","Percentage","Share of renewable energy in transport","5.6"
"2013","Czech Republic","Percentage","Share of renewable energy in electricity","12.8"
"2013","Czech Republic","Percentage","Share of renewable energy in heating and cooling","15.4"
"2013","Denmark","Percentage","Share of renewable energy in gross final energy consumption","27.3"
"2013","Denmark","Percentage","Share of renewable energy in transport","5.7"
"2013","Denmark","Percentage","Share of renewable energy in electricity","43.1"
"2013","Denmark","Percentage","Share of renewable energy in heating and cooling","34.9"
"2013","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in gross final energy consumption","12.4"
"2013","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in transport","6.4"
"2013","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in electricity","25.3"
"2013","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in heating and cooling","10.6"
"2013","Estonia","Percentage","Share of renewable energy in gross final energy consumption","25.6"
"2013","Estonia","Percentage","Share of renewable energy in transport","0.2"
"2013","Estonia","Percentage","Share of renewable energy in electricity","13.0"
"2013","Estonia","Percentage","Share of renewable energy in heating and cooling","43.2"
"2013","Ireland","Percentage","Share of renewable energy in gross final energy consumption","7.7"
"2013","Ireland","Percentage","Share of renewable energy in transport","4.9"
"2013","Ireland","Percentage","Share of renewable energy in electricity","20.8"
"2013","Ireland","Percentage","Share of renewable energy in heating and cooling","5.4"
"2013","Greece","Percentage","Share of renewable energy in gross final energy consumption","15.0"
"2013","Greece","Percentage","Share of renewable energy in transport","1.0"
"2013","Greece","Percentage","Share of renewable energy in electricity","21.2"
"2013","Greece","Percentage","Share of renewable energy in heating and cooling","26.5"
"2013","Spain","Percentage","Share of renewable energy in gross final energy consumption","15.3"
"2013","Spain","Percentage","Share of renewable energy in transport","0.5"
"2013","Spain","Percentage","Share of renewable energy in electricity","36.7"
"2013","Spain","Percentage","Share of renewable energy in heating and cooling","14.1"
"2013","France","Percentage","Share of renewable energy in gross final energy consumption","14.0"
"2013","France","Percentage","Share of renewable energy in transport","7.2"
"2013","France","Percentage","Share of renewable energy in electricity","16.8"
"2013","France","Percentage","Share of renewable energy in heating and cooling","17.8"
"2013","Croatia","Percentage","Share of renewable energy in gross final energy consumption","28.1"
"2013","Croatia","Percentage","Share of renewable energy in transport","2.2"
"2013","Croatia","Percentage","Share of renewable energy in electricity","42.2"
"2013","Croatia","Percentage","Share of renewable energy in heating and cooling","37.2"
"2013","Italy","Percentage","Share of renewable energy in gross final energy consumption","16.7"
"2013","Italy","Percentage","Share of renewable energy in transport","4.9"
"2013","Italy","Percentage","Share of renewable energy in electricity","31.3"
"2013","Italy","Percentage","Share of renewable energy in heating and cooling","18.1"
"2013","Cyprus","Percentage","Share of renewable energy in gross final energy consumption","8.1"
"2013","Cyprus","Percentage","Share of renewable energy in transport","1.1"
"2013","Cyprus","Percentage","Share of renewable energy in electricity","6.6"
"2013","Cyprus","Percentage","Share of renewable energy in heating and cooling","21.7"
"2013","Latvia","Percentage","Share of renewable energy in gross final energy consumption","37.1"
"2013","Latvia","Percentage","Share of renewable energy in transport","3.1"
"2013","Latvia","Percentage","Share of renewable energy in electricity","48.8"
"2013","Latvia","Percentage","Share of renewable energy in heating and cooling","49.7"
"2013","Lithuania","Percentage","Share of renewable energy in gross final energy consumption","23.0"
"2013","Lithuania","Percentage","Share of renewable energy in transport","4.6"
"2013","Lithuania","Percentage","Share of renewable energy in electricity","13.1"
"2013","Lithuania","Percentage","Share of renewable energy in heating and cooling","37.7"
"2013","Luxembourg","Percentage","Share of renewable energy in gross final energy consumption","3.6"
"2013","Luxembourg","Percentage","Share of renewable energy in transport","3.8"
"2013","Luxembourg","Percentage","Share of renewable energy in electricity","5.3"
"2013","Luxembourg","Percentage","Share of renewable energy in heating and cooling","5.8"
"2013","Hungary","Percentage","Share of renewable energy in gross final energy consumption","9.5"
"2013","Hungary","Percentage","Share of renewable energy in transport","5.6"
"2013","Hungary","Percentage","Share of renewable energy in electricity","6.6"
"2013","Hungary","Percentage","Share of renewable energy in heating and cooling","12.6"
"2013","Malta","Percentage","Share of renewable energy in gross final energy consumption","3.7"
"2013","Malta","Percentage","Share of renewable energy in transport","3.5"
"2013","Malta","Percentage","Share of renewable energy in electricity","1.6"
"2013","Malta","Percentage","Share of renewable energy in heating and cooling","14.6"
"2013","Netherlands","Percentage","Share of renewable energy in gross final energy consumption","4.8"
"2013","Netherlands","Percentage","Share of renewable energy in transport","4.6"
"2013","Netherlands","Percentage","Share of renewable energy in electricity","10.0"
"2013","Netherlands","Percentage","Share of renewable energy in heating and cooling","4.1"
"2013","Austria","Percentage","Share of renewable energy in gross final energy consumption","32.3"
"2013","Austria","Percentage","Share of renewable energy in transport","7.8"
"2013","Austria","Percentage","Share of renewable energy in electricity","68.0"
"2013","Austria","Percentage","Share of renewable energy in heating and cooling","32.7"
"2013","Poland","Percentage","Share of renewable energy in gross final energy consumption","11.3"
"2013","Poland","Percentage","Share of renewable energy in transport","6.0"
"2013","Poland","Percentage","Share of renewable energy in electricity","10.7"
"2013","Poland","Percentage","Share of renewable energy in heating and cooling","14.1"
"2013","Portugal","Percentage","Share of renewable energy in gross final energy consumption","25.7"
"2013","Portugal","Percentage","Share of renewable energy in transport","0.7"
"2013","Portugal","Percentage","Share of renewable energy in electricity","49.1"
"2013","Portugal","Percentage","Share of renewable energy in heating and cooling","34.5"
"2013","Romania","Percentage","Share of renewable energy in gross final energy consumption","23.9"
"2013","Romania","Percentage","Share of renewable energy in transport","4.6"
"2013","Romania","Percentage","Share of renewable energy in electricity","37.5"
"2013","Romania","Percentage","Share of renewable energy in heating and cooling","26.2"
"2013","Slovenia","Percentage","Share of renewable energy in gross final energy consumption","22.5"
"2013","Slovenia","Percentage","Share of renewable energy in transport","3.5"
"2013","Slovenia","Percentage","Share of renewable energy in electricity","33.1"
"2013","Slovenia","Percentage","Share of renewable energy in heating and cooling","33.7"
"2013","Slovakia","Percentage","Share of renewable energy in gross final energy consumption","10.1"
"2013","Slovakia","Percentage","Share of renewable energy in transport","5.3"
"2013","Slovakia","Percentage","Share of renewable energy in electricity","20.8"
"2013","Slovakia","Percentage","Share of renewable energy in heating and cooling","7.9"
"2013","Finland","Percentage","Share of renewable energy in gross final energy consumption","36.7"
"2013","Finland","Percentage","Share of renewable energy in transport","9.6"
"2013","Finland","Percentage","Share of renewable energy in electricity","30.9"
"2013","Finland","Percentage","Share of renewable energy in heating and cooling","50.8"
"2013","Sweden","Percentage","Share of renewable energy in gross final energy consumption","52.0"
"2013","Sweden","Percentage","Share of renewable energy in transport","17.0"
"2013","Sweden","Percentage","Share of renewable energy in electricity","61.8"
"2013","Sweden","Percentage","Share of renewable energy in heating and cooling","67.1"
"2013","United Kingdom","Percentage","Share of renewable energy in gross final energy consumption","5.6"
"2013","United Kingdom","Percentage","Share of renewable energy in transport","4.4"
"2013","United Kingdom","Percentage","Share of renewable energy in electricity","13.8"
"2013","United Kingdom","Percentage","Share of renewable energy in heating and cooling","3.8"
"2013","Iceland","Percentage","Share of renewable energy in gross final energy consumption","71.3"
"2013","Iceland","Percentage","Share of renewable energy in transport","2.0"
"2013","Iceland","Percentage","Share of renewable energy in electricity","96.7"
"2013","Iceland","Percentage","Share of renewable energy in heating and cooling","59.6"
"2013","Norway","Percentage","Share of renewable energy in gross final energy consumption","66.7"
"2013","Norway","Percentage","Share of renewable energy in transport","1.6"
"2013","Norway","Percentage","Share of renewable energy in electricity","106.9"
"2013","Norway","Percentage","Share of renewable energy in heating and cooling","33.4"
"2014","European Union (28 countries)","Percentage","Share of renewable energy in gross final energy consumption","16.0"
"2014","European Union (28 countries)","Percentage","Share of renewable energy in transport","5.9"
"2014","European Union (28 countries)","Percentage","Share of renewable energy in electricity","27.5"
"2014","European Union (28 countries)","Percentage","Share of renewable energy in heating and cooling","17.7"
"2014","Belgium","Percentage","Share of renewable energy in gross final energy consumption","8.0"
"2014","Belgium","Percentage","Share of renewable energy in transport","4.9"
"2014","Belgium","Percentage","Share of renewable energy in electricity","13.4"
"2014","Belgium","Percentage","Share of renewable energy in heating and cooling","7.8"
"2014","Bulgaria","Percentage","Share of renewable energy in gross final energy consumption","18.0"
"2014","Bulgaria","Percentage","Share of renewable energy in transport","5.3"
"2014","Bulgaria","Percentage","Share of renewable energy in electricity","18.9"
"2014","Bulgaria","Percentage","Share of renewable energy in heating and cooling","28.3"
"2014","Czech Republic","Percentage","Share of renewable energy in gross final energy consumption","13.4"
"2014","Czech Republic","Percentage","Share of renewable energy in transport","6.1"
"2014","Czech Republic","Percentage","Share of renewable energy in electricity","13.9"
"2014","Czech Republic","Percentage","Share of renewable energy in heating and cooling","16.7"
"2014","Denmark","Percentage","Share of renewable energy in gross final energy consumption","29.2"
"2014","Denmark","Percentage","Share of renewable energy in transport","5.8"
"2014","Denmark","Percentage","Share of renewable energy in electricity","48.5"
"2014","Denmark","Percentage","Share of renewable energy in heating and cooling","37.8"
"2014","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in gross final energy consumption","13.8"
"2014","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in transport","6.6"
"2014","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in electricity","28.2"
"2014","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in heating and cooling","12.2"
"2014","Estonia","Percentage","Share of renewable energy in gross final energy consumption","26.5"
"2014","Estonia","Percentage","Share of renewable energy in transport","0.2"
"2014","Estonia","Percentage","Share of renewable energy in electricity","14.6"
"2014","Estonia","Percentage","Share of renewable energy in heating and cooling","45.2"
"2014","Ireland","Percentage","Share of renewable energy in gross final energy consumption","8.6"
"2014","Ireland","Percentage","Share of renewable energy in transport","5.2"
"2014","Ireland","Percentage","Share of renewable energy in electricity","22.7"
"2014","Ireland","Percentage","Share of renewable energy in heating and cooling","6.6"
"2014","Greece","Percentage","Share of renewable energy in gross final energy consumption","15.3"
"2014","Greece","Percentage","Share of renewable energy in transport","1.4"
"2014","Greece","Percentage","Share of renewable energy in electricity","21.9"
"2014","Greece","Percentage","Share of renewable energy in heating and cooling","26.9"
"2014","Spain","Percentage","Share of renewable energy in gross final energy consumption","16.2"
"2014","Spain","Percentage","Share of renewable energy in transport","0.5"
"2014","Spain","Percentage","Share of renewable energy in electricity","37.8"
"2014","Spain","Percentage","Share of renewable energy in heating and cooling","15.8"
"2014","France","Percentage","Share of renewable energy in gross final energy consumption","14.3"
"2014","France","Percentage","Share of renewable energy in transport","7.8"
"2014","France","Percentage","Share of renewable energy in electricity","18.3"
"2014","France","Percentage","Share of renewable energy in heating and cooling","17.8"
"2014","Croatia","Percentage","Share of renewable energy in gross final energy consumption","27.9"
"2014","Croatia","Percentage","Share of renewable energy in transport","2.1"
"2014","Croatia","Percentage","Share of renewable energy in electricity","45.3"
"2014","Croatia","Percentage","Share of renewable energy in heating and cooling","36.2"
"2014","Italy","Percentage","Share of renewable energy in gross final energy consumption","17.1"
"2014","Italy","Percentage","Share of renewable energy in transport","4.5"
"2014","Italy","Percentage","Share of renewable energy in electricity","33.4"
"2014","Italy","Percentage","Share of renewable energy in heating and cooling","18.9"
"2014","Cyprus","Percentage","Share of renewable energy in gross final energy consumption","9.0"
"2014","Cyprus","Percentage","Share of renewable energy in transport","2.7"
"2014","Cyprus","Percentage","Share of renewable energy in electricity","7.4"
"2014","Cyprus","Percentage","Share of renewable energy in heating and cooling","21.8"
"2014","Latvia","Percentage","Share of renewable energy in gross final energy consumption","38.7"
"2014","Latvia","Percentage","Share of renewable energy in transport","3.2"
"2014","Latvia","Percentage","Share of renewable energy in electricity","51.1"
"2014","Latvia","Percentage","Share of renewable energy in heating and cooling","52.2"
"2014","Lithuania","Percentage","Share of renewable energy in gross final energy consumption","23.9"
"2014","Lithuania","Percentage","Share of renewable energy in transport","4.2"
"2014","Lithuania","Percentage","Share of renewable energy in electricity","13.7"
"2014","Lithuania","Percentage","Share of renewable energy in heating and cooling","41.6"
"2014","Luxembourg","Percentage","Share of renewable energy in gross final energy consumption","4.5"
"2014","Luxembourg","Percentage","Share of renewable energy in transport","5.2"
"2014","Luxembourg","Percentage","Share of renewable energy in electricity","5.9"
"2014","Luxembourg","Percentage","Share of renewable energy in heating and cooling","7.4"
"2014","Hungary","Percentage","Share of renewable energy in gross final energy consumption","9.5"
"2014","Hungary","Percentage","Share of renewable energy in transport","6.9"
"2014","Hungary","Percentage","Share of renewable energy in electricity","7.3"
"2014","Hungary","Percentage","Share of renewable energy in heating and cooling","12.4"
"2014","Malta","Percentage","Share of renewable energy in gross final energy consumption","4.7"
"2014","Malta","Percentage","Share of renewable energy in transport","4.7"
"2014","Malta","Percentage","Share of renewable energy in electricity","3.3"
"2014","Malta","Percentage","Share of renewable energy in heating and cooling","14.6"
"2014","Netherlands","Percentage","Share of renewable energy in gross final energy consumption","5.5"
"2014","Netherlands","Percentage","Share of renewable energy in transport","5.7"
"2014","Netherlands","Percentage","Share of renewable energy in electricity","10.0"
"2014","Netherlands","Percentage","Share of renewable energy in heating and cooling","5.2"
"2014","Austria","Percentage","Share of renewable energy in gross final energy consumption","33.1"
"2014","Austria","Percentage","Share of renewable energy in transport","8.9"
"2014","Austria","Percentage","Share of renewable energy in electricity","70.0"
"2014","Austria","Percentage","Share of renewable energy in heating and cooling","32.6"
"2014","Poland","Percentage","Share of renewable energy in gross final energy consumption","11.4"
"2014","Poland","Percentage","Share of renewable energy in transport","5.7"
"2014","Poland","Percentage","Share of renewable energy in electricity","12.4"
"2014","Poland","Percentage","Share of renewable energy in heating and cooling","13.9"
"2014","Portugal","Percentage","Share of renewable energy in gross final energy consumption","27.0"
"2014","Portugal","Percentage","Share of renewable energy in transport","3.4"
"2014","Portugal","Percentage","Share of renewable energy in electricity","52.1"
"2014","Portugal","Percentage","Share of renewable energy in heating and cooling","34.0"
"2014","Romania","Percentage","Share of renewable energy in gross final energy consumption","24.9"
"2014","Romania","Percentage","Share of renewable energy in transport","3.8"
"2014","Romania","Percentage","Share of renewable energy in electricity","41.7"
"2014","Romania","Percentage","Share of renewable energy in heating and cooling","26.8"
"2014","Slovenia","Percentage","Share of renewable energy in gross final energy consumption","21.9"
"2014","Slovenia","Percentage","Share of renewable energy in transport","2.6"
"2014","Slovenia","Percentage","Share of renewable energy in electricity","33.9"
