"TIME","GEO","UNIT","PRODUCT","INDIC_NRG","Value","Flag and Footnotes"
"2014","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","596",""
"2005","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2006","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","4",""
"2007","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","5",""
"2008","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","6",""
"2009","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","7",""
"2010","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","7",""
"2011","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2012","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2013","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2014","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2005","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2006","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2007","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2008","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2009","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2010","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2011","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2012","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2013","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2014","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2005","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2006","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2007","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2008","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2009","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2010","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2011","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","1",""
"2012","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","1",""
"2013","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","1",""
"2014","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","1",""
"2005","Greece","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2006","Greece","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2007","Greece","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2008","Greece","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2009","Greece","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2010","Greece","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2011","Greece","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2012","Greece","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2013","Greece","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2014","Greece","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2005","Spain","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","10",""
"2006","Spain","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","12",""
"2007","Spain","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","12",""
"2008","Spain","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","21",""
"2009","Spain","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","22",""
"2010","Spain","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","25",""
"2011","Spain","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","26",""
"2012","Spain","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","27",""
"2013","Spain","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","28",""
"2014","Spain","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","28",""
"2005","France","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","11",""
"2006","France","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","12",""
"2007","France","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","18",""
"2008","France","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","36",""
"2009","France","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","161",""
"2010","France","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","516",""
"2011","France","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","1,557",""
"2012","France","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","2,529",""
"2013","France","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","2,914",""
"2014","France","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","3,353",""
"2005","Croatia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2006","Croatia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2007","Croatia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2008","Croatia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2009","Croatia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2010","Croatia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2011","Croatia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2012","Croatia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2013","Croatia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2014","Croatia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2005","Italy","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2006","Italy","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2007","Italy","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2008","Italy","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","1",""
"2009","Italy","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2010","Italy","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2011","Italy","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2012","Italy","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2013","Italy","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2014","Italy","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2005","Cyprus","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2006","Cyprus","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","1",""
"2007","Cyprus","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","1",""
"2008","Cyprus","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","1",""
"2009","Cyprus","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","1",""
"2010","Cyprus","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","2",""
"2011","Cyprus","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","2",""
"2012","Cyprus","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","2",""
"2013","Cyprus","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","2",""
"2014","Cyprus","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","20",""
"2005","Latvia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2006","Latvia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2007","Latvia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2008","Latvia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2009","Latvia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2010","Latvia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2011","Latvia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2012","Latvia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2013","Latvia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2014","Latvia","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2005","Lithuania","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2006","Lithuania","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2007","Lithuania","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2008","Lithuania","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2009","Lithuania","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2010","Lithuania","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2011","Lithuania","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2012","Lithuania","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2013","Lithuania","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2014","Lithuania","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2005","Luxembourg","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","18",""
"2006","Luxembourg","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","21",""
"2007","Luxembourg","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","21",""
"2008","Luxembourg","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","20",""
"2009","Luxembourg","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","20",""
"2010","Luxembourg","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","21",""
"2011","Luxembourg","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","26",""
"2012","Luxembourg","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","38",""
"2013","Luxembourg","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","74",""
"2014","Luxembourg","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","95",""
"2005","Hungary","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2006","Hungary","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2007","Hungary","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2008","Hungary","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","1",""
"2009","Hungary","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","1",""
"2010","Hungary","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","1",""
"2011","Hungary","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","1",""
"2012","Hungary","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","8",""
"2013","Hungary","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","25",""
"2014","Hungary","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","56",""
"2005","Malta","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2006","Malta","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2007","Malta","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2008","Malta","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2009","Malta","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2010","Malta","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","1",""
"2011","Malta","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","5",""
"2012","Malta","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","17",""
"2013","Malta","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","29",""
"2014","Malta","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","68",""
"2005","Netherlands","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","33",""
"2006","Netherlands","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","34",""
"2007","Netherlands","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","35",""
"2008","Netherlands","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","37",""
"2009","Netherlands","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","42",""
"2010","Netherlands","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","53",""
"2011","Netherlands","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","97",""
"2012","Netherlands","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","215",""
"2013","Netherlands","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","474",""
"2014","Netherlands","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","767",""
"2005","Austria","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2006","Austria","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2007","Austria","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2008","Austria","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2009","Austria","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2010","Austria","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2011","Austria","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2012","Austria","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2013","Austria","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2014","Austria","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2005","Poland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2006","Poland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2007","Poland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2008","Poland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2009","Poland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2010","Poland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2011","Poland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2012","Poland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","1",""
"2013","Poland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","1",""
"2014","Poland","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","7",""
"2005","Portugal","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2006","Portugal","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2007","Portugal","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2008","Portugal","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2009","Portugal","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2010","Portugal","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2011","Portugal","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","78",""
"2012","Portugal","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","145",""
"2013","Portugal","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","206",""
"2014","Portugal","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","288",""
"2005","Romania","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2006","Romania","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2007","Romania","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2008","Romania","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2009","Romania","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2010","Romania","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2011","Romania","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","0",""
"2012","Romania","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","6",""
"2013","Romania","Gigawatt-hour","Electrical energy","Gross electricity generation Autoproducer electricity only - Solar Photovoltaic","115",""
